"","Int-01","Int-02","Int-03","Int-04","Liv-01","Liv-02","Liv-03","Liv-04"
"Smp_127500",0,2,4,2,0,4,0,0
"Smp_127810",4,0,3,4,2,0,0,1
"Smp_128370",2,0,4,0,4,0,0,2
"Smp_128390",7,3,4,3,3,0,2,3
"Smp_128690",3,2,0,0,1,4,2,0
"Smp_128770",4,0,2,0,2,2,0,2
"Smp_128990",3,2,5,4,1,4,0,6
"Smp_129360",2,0,4,0,6,6,2,4
"Smp_129770",0,2,2,2,2,0,0,8
"Smp_130260",22,3,2,5,1,2,0,2
"Smp_130520",4,0,2,4,2,4,0,2
"Smp_130690",4,0,6,2,4,6,0,4
"Smp_130730",46,30,14,34,9,15,5,30
"Smp_130850",2,0,2,0,0,4,0,2
"Smp_131250",3,2,7,8,0,5,0,4
"Smp_131600",18,3,8,5,2,8,2,10
"Smp_131870",2,0,2,8,2,2,0,6
"Smp_132090",0,0,4,4,2,0,0,4
"Smp_132180",0,0,4,6,0,2,0,2
"Smp_132250",6,1,1,2,4,1,1,3
"Smp_132300",3,0,0,0,2,7,1,1
"Smp_132590",0,0,2,0,4,4,0,3
"Smp_133110",6,4,10,0,4,18,0,16
"Smp_133120",2,2,0,2,0,4,0,2
"Smp_133340",3,0,2,1,3,4,0,2
"Smp_133350",12,2,4,13,4,6,2,10
"Smp_133530",4,4,0,2,2,4,0,3
"Smp_134140",2,0,0,2,0,4,0,2
"Smp_134470",6,2,6,2,2,4,0,0
"Smp_134500",0,2,1,0,0,4,2,1
"Smp_134510",6,0,10,2,0,2,0,0
"Smp_134670",5,0,1,4,2,3,0,0
"Smp_135120",2,1,0,4,0,4,0,2
"Smp_135280",0,0,4,2,0,2,0,2
"Smp_135710",2,0,2,2,0,0,2,2
"Smp_135770",6,0,4,2,0,0,0,4
"Smp_136090",2,0,2,0,2,2,0,2
"Smp_136190",9,2,6,4,2,7,0,4
"Smp_136240",2,0,0,2,2,4,0,0
"Smp_136700",3,4,1,1,2,8,0,0
"Smp_137330",0,0,2,2,2,2,2,2
"Smp_137750",4,5,1,2,0,1,0,3
"Smp_137870",3,0,0,4,0,4,0,2
"Smp_137890",0,0,4,0,6,8,0,6
"Smp_138240",13,2,6,19,2,19,0,8
"Smp_138520",3,0,2,5,0,2,0,1
"Smp_138640",4,6,2,4,2,8,0,6
"Smp_138760",17,3,9,9,4,24,1,10
"Smp_138930",2,0,0,4,0,2,0,2
"Smp_139030",5,2,2,2,6,15,2,3
"Smp_139520",44,13,44,51,23,88,5,62
"Smp_140000",10,2,0,4,4,15,2,12
"Smp_140020",0,0,2,2,2,6,2,0
"Smp_140270",3,2,2,4,2,1,0,4
"Smp_140390",9,0,0,2,2,7,0,5
"Smp_140680",2,4,4,4,0,12,0,0
"Smp_140920",8,0,0,1,0,1,0,2
"Smp_141140",6,0,4,5,1,0,0,5
"Smp_141330",2,0,0,0,2,2,0,6
"Smp_141610",2,0,2,0,4,4,0,10
"Smp_141630",2,0,0,0,2,4,0,2
"Smp_141980",7,2,6,0,1,0,2,3
"Smp_142740",2,0,2,6,0,1,0,2
"Smp_143580",19,8,12,16,8,25,3,9
"Smp_143760",69,21,40,43,30,35,6,63
"Smp_143840",0,0,0,0,4,2,1,4
"Smp_144080",2,0,2,2,2,0,0,4
"Smp_144360",0,2,0,3,4,2,0,4
"Smp_144490",2,0,2,0,2,2,0,2
"Smp_144590",0,0,2,0,3,4,0,2
"Smp_144820",0,4,2,8,4,2,2,2
"Smp_144870",2,2,2,0,2,6,0,4
"Smp_144930",13,1,9,16,5,15,5,13
"Smp_145300",6,6,16,26,6,34,0,24
"Smp_145350",10,4,4,6,2,12,0,16
"Smp_145360",2,0,0,2,2,4,0,2
"Smp_145460",24,2,14,17,13,17,0,24
"Smp_145610",2,0,0,0,0,4,2,4
"Smp_145620",2,0,0,0,2,2,0,4
"Smp_145700",2,0,2,6,2,2,2,6
"Smp_145890",6,0,2,0,0,1,0,2
"Smp_146190",8,2,6,4,0,10,0,0
"Smp_146290",6,0,0,2,0,1,0,5
"Smp_146300",2,3,2,6,0,7,1,8
"Smp_146340",7,0,1,4,0,0,0,4
"Smp_147050",0,0,2,4,2,2,0,0
"Smp_147420",0,0,2,2,2,4,0,5
"Smp_147960",2,0,0,4,2,2,0,2
"Smp_148070",32,4,4,15,4,30,0,16
"Smp_148160",2,2,4,8,0,0,0,0
"Smp_148230",8,2,1,2,3,6,0,0
"Smp_148940",12,11,10,8,7,10,1,17
"Smp_149430",1,3,0,8,0,1,0,4
"Smp_149900",6,0,0,4,2,2,0,0
"Smp_150080",1,2,4,0,2,8,1,3
"Smp_150320",2,2,2,6,4,2,0,6
"Smp_150360",2,2,0,4,0,0,0,2
"Smp_150550",3,0,1,1,0,3,0,4
"Smp_150590",3,1,2,2,2,1,0,2
"Smp_150690",4,0,2,4,2,8,0,0
"Smp_150980",1,0,2,2,2,2,1,0
"Smp_151050",1,1,2,1,2,4,0,0
"Smp_151320",5,4,5,11,0,17,0,9
"Smp_151650",4,2,4,0,10,4,0,6
"Smp_151780",6,2,3,2,2,3,1,4
"Smp_151820",6,0,0,2,1,0,0,1
"Smp_152000",0,2,0,5,0,2,0,2
"Smp_152090",6,0,0,3,2,4,0,1
"Smp_152130",0,2,0,2,4,4,0,4
"Smp_152330",2,0,2,2,0,0,0,4
"Smp_152430",4,0,2,2,0,0,0,2
"Smp_152550",2,2,0,5,0,0,0,2
"Smp_152850",0,1,2,0,1,3,0,3
"Smp_152940",4,4,1,3,0,0,0,2
"Smp_153140",3,2,2,1,0,7,1,3
"Smp_153590",2,0,2,2,2,4,2,0
"Smp_153700",2,2,0,8,0,6,0,0
"Smp_153710",13,3,9,6,3,10,1,1
"Smp_153770",2,0,3,2,1,2,0,0
"Smp_153790",8,2,0,4,6,14,0,4
"Smp_153840",0,2,4,2,2,0,0,0
"Smp_154000",4,1,2,2,3,1,0,0
"Smp_154100",6,0,2,3,1,3,0,4
"Smp_154270",0,0,2,4,2,0,0,6
"Smp_154320",2,0,2,7,0,0,0,4
"Smp_154410",2,2,2,6,4,10,0,9
"Smp_154530",4,0,6,4,0,8,0,6
"Smp_154610",6,0,2,2,0,0,0,4
"Smp_155020",7,2,4,11,0,10,2,6
"Smp_155060",30,4,6,12,10,12,4,18
"Smp_155110",0,0,2,6,4,0,0,2
"Smp_156340",20,8,10,14,13,20,0,20
"Smp_156450",1,0,7,2,0,2,2,0
"Smp_156880",4,0,2,2,0,0,0,2
"Smp_156910",0,0,0,0,4,2,2,4
"Smp_156950",2,2,2,4,2,0,0,4
"Smp_157980",84,22,24,74,31,59,9,67
"Smp_158620",6,2,2,8,3,4,2,2
"Smp_158990",29,17,8,9,10,52,0,9
"Smp_159090",21,14,8,16,11,21,0,25
"Smp_159100",2,2,2,2,0,2,0,2
"Smp_159730",2,2,0,2,4,0,0,0
"Smp_159780",13,2,10,18,10,14,0,26
"Smp_159990",8,5,3,6,0,2,0,3
"Smp_160000",0,0,4,2,2,0,0,2
"Smp_160270",0,0,4,2,2,4,0,4
"Smp_160370",5,0,0,2,0,1,0,2
"Smp_160460",1,0,0,5,2,2,0,2
"Smp_160490",1,3,2,5,1,0,1,0
"Smp_160600",4,0,4,0,6,8,0,2
"Smp_161160",4,2,0,2,2,8,0,2
"Smp_161960",2,0,2,2,0,0,0,6
"Smp_162000",0,2,2,0,4,2,0,0
"Smp_162350",2,0,0,2,2,2,0,2
"Smp_162390",1,0,2,2,2,6,0,0
"Smp_162630",4,0,4,0,2,6,0,2
"Smp_162660",5,2,6,3,3,5,0,4
"Smp_163210",4,0,4,2,0,2,0,2
"Smp_163250",2,2,1,3,0,7,2,4
"Smp_163320",9,6,7,10,6,11,2,14
"Smp_163330",2,0,2,1,4,4,2,13
"Smp_163430",0,2,2,1,0,4,0,2
"Smp_163550",5,4,2,3,0,13,0,0
"Smp_163580",2,2,4,0,2,4,0,2
"Smp_163710",2,0,0,12,0,6,0,4
"Smp_163980",2,0,0,2,0,1,0,7
"Smp_164200",0,2,2,0,2,2,0,2
"Smp_164410",3,4,0,4,0,2,0,0
"Smp_164650",2,2,4,2,4,6,2,6
"Smp_164730",2,0,2,0,0,6,0,5
"Smp_164820",10,4,10,22,4,13,0,8
"Smp_165070",1,0,3,5,1,0,0,1
"Smp_165350",0,0,1,2,4,6,0,1
"Smp_165460",2,0,0,2,2,4,0,2
"Smp_165490",0,0,4,4,2,10,0,2
"Smp_165570",2,0,2,8,0,4,0,6
"Smp_165690",19,12,8,35,11,38,0,39
"Smp_165780",2,2,0,0,0,2,0,4
"Smp_166040",6,2,0,2,1,0,1,2
"Smp_166600",2,0,2,4,2,2,0,6
"Smp_166610",9,0,2,5,2,3,2,1
"Smp_167010",4,0,2,0,2,0,0,2
"Smp_167240",16,1,1,8,2,13,0,12
"Smp_167300",3,0,0,2,0,3,0,2
"Smp_167330",2,0,2,4,0,3,2,2
"Smp_167500",3,2,2,0,5,6,0,2
"Smp_167680",2,0,2,0,2,4,0,0
"Smp_168170",0,0,4,6,2,0,0,2
"Smp_168430",1,3,8,2,0,6,0,4
"Smp_169290",0,2,0,8,2,2,2,2
"Smp_169950",2,0,0,2,2,3,2,0
"Smp_170160",0,0,2,4,5,0,0,2
"Smp_170540",4,0,0,2,3,2,0,4
"Smp_170550",6,0,0,6,2,2,2,4
"Smp_171010",5,3,8,6,0,2,0,8
"Smp_171070",4,0,4,2,2,0,0,2
"Smp_171150",2,0,2,2,2,1,2,0
"Smp_171180",7,2,0,0,0,6,0,4
"Smp_171490",5,0,0,4,1,4,0,0
"Smp_171720",8,3,1,9,0,1,1,4
"Smp_172060",98,22,41,63,25,26,5,77
"Smp_172140",2,0,4,2,0,2,0,4
"Smp_172700",3,0,2,14,2,8,0,10
"Smp_172790",9,2,6,4,4,4,2,8
"Smp_172850",6,9,5,8,8,9,0,4
"Smp_173160",7,0,0,13,6,4,0,6
"Smp_173180",2,0,4,2,2,2,0,4
"Smp_173190",0,2,0,4,4,0,0,4
"Smp_173200",2,0,2,4,1,3,0,12
"Smp_173230",12,4,4,4,0,15,4,3
"Smp_173350",6,0,6,10,5,8,0,11
"Smp_173640",14,1,9,9,1,9,0,10
"Smp_173650",0,1,4,4,1,2,0,0
"Smp_173840",2,2,2,2,0,3,2,0
"Smp_174380",2,0,1,0,0,3,1,5
"Smp_174420",0,0,2,2,2,2,2,2
"Smp_174450",2,0,2,6,4,8,0,6
"Smp_174850",10,2,6,3,0,12,0,7
"Smp_174950",4,0,0,0,2,2,0,6
"Smp_174960",0,0,2,5,1,6,0,4
"Smp_175580",10,4,6,16,0,2,0,10
"Smp_175810",2,4,0,0,1,1,0,8
"Smp_175900",6,0,2,4,0,0,2,2
"Smp_175930",5,0,3,1,2,2,0,2
"Smp_176080",3,0,2,4,0,6,0,0
"Smp_176370",4,2,0,1,1,2,0,4
"Smp_176700",6,2,4,0,0,4,0,2
"Smp_177020",3,0,6,4,6,7,0,12
"Smp_177290",5,0,1,1,2,7,0,0
"Smp_178750",3,3,5,2,1,4,0,2
"Smp_178850",6,2,0,0,2,0,0,2
"Smp_179180",4,4,2,4,4,6,0,4
"Smp_179270",2,2,2,6,2,0,0,0
"Smp_179300",18,6,4,8,14,30,4,26
"Smp_179350",4,0,0,4,2,0,0,4
"Smp_179610",1,0,0,0,2,2,0,9
"Smp_179650",12,6,4,8,14,14,2,8
"Smp_180000",26,4,2,10,4,19,4,10
"Smp_180350",16,0,4,13,4,1,2,2
"Smp_180400",0,0,2,2,4,7,0,2
"Smp_180430",2,1,4,2,0,4,1,0
"Smp_181090",4,0,2,0,2,2,0,2
"Smp_181730",6,3,2,2,2,1,0,3
"Smp_182620",3,0,0,5,0,2,2,2
"Smp_183710",24,3,11,31,15,31,5,35
"Smp_185680",10,2,6,14,5,23,0,13
"Smp_186670",8,0,2,2,2,2,0,2
"Smp_187190",8,2,2,10,0,6,0,4
"Smp_191400",13,10,11,10,5,7,3,15
"Smp_191670",2,0,0,3,2,3,0,1
"Smp_193800",28,8,7,12,6,10,2,14
"Smp_194130",4,1,2,10,0,6,2,2
"Smp_194160",2,0,2,2,4,0,2,6
"Smp_194420",2,0,0,2,0,4,0,4
"Smp_196020",1,3,2,0,2,3,0,2
"Smp_196090",7,1,0,4,1,0,0,0
"Smp_196510",4,0,2,2,2,2,0,0
"Smp_196700",5,0,2,3,1,2,0,3
"Smp_197180",0,0,2,6,2,4,0,4
"Smp_197390",4,2,0,8,0,2,0,2
"Smp_197690",4,2,2,13,5,0,2,2
"Smp_198360",0,2,4,0,0,4,0,2
"Smp_198380",4,2,2,1,6,6,0,3
"Smp_198520",5,5,0,1,2,0,0,0
"Smp_200180",0,0,4,3,0,2,0,1
"Smp_200240",2,0,4,4,0,6,0,6
"Smp_200380",4,2,4,4,6,0,2,0
"Smp_200410",4,0,2,3,3,0,0,1
"Smp_200820",178,67,73,136,33,111,4,70
"Smp_200840",261,86,116,201,51,154,13,98
"Smp_200850",3,1,3,5,4,4,0,1
"Smp_201220",2,0,1,1,1,5,0,2
"Smp_201700",0,0,0,12,4,9,2,4
"Smp_201810",4,0,1,1,3,7,2,4
"Smp_202400",4,2,0,2,0,4,0,0
"Smp_202580",16,12,12,24,4,50,4,30
"Smp_202680",0,0,2,0,4,2,0,2
"Smp_203280",4,2,2,4,0,6,0,2
"Smp_203630",3,0,4,2,0,2,0,3
"Smp_203635",28,2,16,30,10,11,4,57
"Smp_204940",15,11,5,18,7,14,0,13
"Smp_205560",15,3,0,2,0,12,1,3
"Smp_205660",397,199,149,173,80,474,21,81
"Smp_207020",2,0,0,2,0,2,2,6
"Smp_208020",2,0,2,0,0,2,2,2
"Smp_208090",9,6,3,2,0,0,0,5
"Smp_210070",2,2,3,0,0,2,0,7
"Smp_210310",6,0,6,6,2,6,0,2
"Smp_210430",4,2,0,6,2,6,0,4
"Smp_210470",4,0,0,0,4,4,0,4
"Smp_210480",4,0,2,0,2,2,2,2
"Smp_210810",2,0,6,2,2,0,0,2
"Smp_211030",0,0,4,3,0,1,0,2
"Smp_211250",10,0,2,10,10,8,0,6
"Smp_211260",4,2,0,3,0,6,1,1
"Smp_212080",2,2,2,0,2,2,0,0
"Smp_212540",45,14,22,22,12,46,4,28
"Smp_212760",0,1,4,2,2,2,0,0
"Smp_213100",11,5,3,11,3,6,1,12
"Smp_213130",0,0,6,4,0,8,0,6
"Smp_213240",2,0,0,2,4,2,0,0
"Smp_213260",7,0,5,4,2,2,0,0
"Smp_213300",6,0,4,2,8,4,0,4
"Smp_213590",2,0,0,0,2,4,0,2
"Smp_213800",0,5,4,0,3,3,0,1
"Smp_214030",4,0,2,2,2,0,0,0
"Smp_214060",2,0,2,4,4,2,0,2
"Smp_214080",2,0,6,2,0,0,0,2
"Smp_214350",4,0,2,0,2,2,0,0
"Smp_241400",4,0,6,4,2,0,0,2
"Smp_241950",3,0,0,4,0,2,0,4
"Smp_242360",0,0,2,2,0,2,0,4
"Smp_242670",7,4,4,6,8,14,0,4
"Smp_242930",7,0,1,3,3,2,0,0
"Smp_243200",2,1,4,0,0,4,2,0
"Smp_243870",2,4,6,6,6,7,0,25
"Smp_244010",2,2,7,1,1,0,0,5
"Smp_244130",2,0,2,4,2,0,0,0
"Smp_244250",2,4,4,2,0,3,2,3
"Smp_244490",8,0,0,2,2,2,0,0
"Smp_244560",4,0,7,2,2,2,0,0
"Smp_244920",11,4,4,10,0,5,2,8
"Smp_244960",4,2,0,12,2,0,0,2
"Smp_245030",6,0,0,4,0,2,0,2
"Smp_245240",4,0,1,3,3,5,0,0
"Smp_245320",1,2,0,2,4,4,0,0
"Smp_245370",10,3,2,11,3,8,0,15
"Smp_245470",14,4,4,2,2,2,0,16
"Smp_245490",2,0,2,0,2,2,0,4
"Smp_245840",3,12,4,8,4,5,8,15
"Smp_245890",2,2,1,2,0,4,0,0
"Smp_246360",4,2,2,8,0,0,0,0
"Smp_246440",2,0,2,0,2,0,0,4
"Smp_247020",18,0,9,18,11,21,2,21
"Smp_247170",8,4,0,6,7,6,0,6
"Smp_247310",4,0,0,2,2,2,0,0
"Smp_247470",2,1,2,2,2,2,0,13
"Smp_247640",6,0,0,4,2,4,0,4
"Smp_247650",5,2,0,1,4,5,2,6
"Smp_248100",2,0,2,6,0,0,0,4
"Smp_266790",2,0,0,6,0,4,0,2
"Smp_266800",6,0,2,3,1,14,1,8
"Smp_266850",0,0,0,2,2,4,0,2
"Smp_267090",3,0,0,4,2,0,0,2
"Smp_267100",8,0,6,4,2,3,1,0
"Smp_267280",5,4,3,1,2,9,1,6
"Smp_300220",1,0,4,0,0,4,0,2
"Smp_300570",2,0,1,6,2,4,0,2
"Smp_300810",13,1,4,5,11,1,2,1
"Smp_301050",2,0,2,6,0,0,2,0
"Smp_301340",6,0,2,3,5,5,0,4
"Smp_301610",35,22,23,26,28,56,14,85
"Smp_301620",10,0,5,11,5,9,0,7
"Smp_302170",4,1,2,5,3,7,0,8
"Smp_302180",4,1,2,5,3,7,0,8
"Smp_302270",51,4,41,57,34,83,1,60
"Smp_302280",36,12,28,55,27,63,0,60
"Smp_302290",36,5,27,46,24,55,1,46
"Smp_302320",5,1,6,8,3,14,0,10
"Smp_302350",12,4,9,17,8,29,0,21
"Smp_302460",1,0,2,2,3,2,0,3
"Smp_302470",1,0,0,0,1,4,0,4
"Smp_302860",4,6,8,9,6,10,2,8
"Smp_302920",4,0,2,0,1,1,0,4
"Smp_303400",2,0,1,3,2,3,0,4
"Smp_303410",2,0,1,2,1,3,0,4
"Smp_303550",2,1,2,4,3,4,0,5
"Smp_303690",14,5,11,20,7,25,0,24
"Smp_304130",23,6,8,17,6,8,0,12
"Smp_304140",2,2,2,3,0,5,0,0
"Smp_304710",8,6,4,4,2,6,2,2
"Smp_304800",5,2,2,2,0,0,0,0
"Smp_305120",0,1,3,4,0,0,0,2
"Smp_305730",4,2,0,9,2,4,0,4
"Smp_305800",8,0,1,11,4,5,0,4
"Smp_306290",3,0,2,3,3,5,0,6
"Smp_306300",1,0,0,3,1,2,2,2
"Smp_306600",25,3,12,33,14,33,5,40
"Smp_306710",0,0,2,3,0,1,1,6
"Smp_306990",10,2,5,3,2,5,2,12
"Smp_307000",3,2,0,14,2,4,4,2
"Smp_307020",8,3,8,21,2,7,0,2
"Smp_307090",4,2,4,0,2,5,0,8
"Smp_307220",20,8,13,21,3,14,0,9
"Smp_307270",3,2,0,6,4,6,0,6
"Smp_307600",6,2,2,7,7,14,0,1
"Smp_308145",0,0,1,2,2,6,0,0
"Smp_308370",40,8,8,14,18,42,6,42
"Smp_308600",1,1,7,0,2,0,0,5
"Smp_309680",3,0,1,3,3,2,0,2
"Smp_309710",0,1,5,0,3,9,0,8
"Smp_309720",0,1,1,0,5,9,0,7
"Smp_310180",10,2,2,9,6,8,2,10
"Smp_310210",0,0,2,9,0,6,2,0
"Smp_310580",14,3,6,6,0,10,3,5
"Smp_311010",8,0,3,5,6,7,0,10
"Smp_311350",3,0,5,7,1,7,1,5
"Smp_311650",1,0,0,1,0,4,2,2
"Smp_311780",2,0,0,2,2,1,0,4
"Smp_312630",0,0,3,1,0,6,0,5
"Smp_312660",4,0,4,0,1,4,0,10
"Smp_312920",2,0,0,2,0,2,0,8
"Smp_313530",17,10,6,7,6,15,0,11
"Smp_313540",29,5,11,27,6,17,6,33
"Smp_313640",2,0,0,2,2,0,2,2
"Smp_313730",2,0,0,2,0,4,1,5
"Smp_313740",0,0,5,4,0,4,0,1
"Smp_314030",5,2,1,7,9,7,0,8
"Smp_314660",11,8,0,17,2,2,0,11
"Smp_314730",7,2,6,4,2,5,1,4
"Smp_315420",2,0,0,2,1,2,0,3
"Smp_315570",13,14,8,7,7,8,1,22
"Smp_315580",0,0,2,2,0,2,0,4
"Smp_315690",2,0,1,4,5,4,0,3
"Smp_315750",4,4,2,0,0,4,0,4
"Smp_315810",0,3,2,2,0,2,0,5
"Smp_315820",8,0,2,0,0,6,2,1
"Smp_315900",8,2,4,8,2,12,2,6
"Smp_315910",5,0,0,2,2,4,0,9
"Smp_316270",2,0,0,2,1,3,0,3
"Smp_316320",152,64,62,112,57,81,19,104
"Smp_316570",38,6,7,8,3,4,3,9
"Smp_316660",2,0,2,4,4,0,0,6
"Smp_316680",44,15,20,26,11,31,0,36
"Smp_316690",25,5,8,28,4,25,1,13
"Smp_316700",0,0,4,2,0,2,0,2
"Smp_316710",18,7,4,9,8,18,2,17
"Smp_317420",8,2,4,2,2,2,0,6
"Smp_317470",1,0,2,4,2,3,0,3
"Smp_317530",4,8,77,99,23,104,9,60
"Smp_317640",0,2,2,3,0,3,0,1
"Smp_317660",4,0,6,3,0,1,0,2
"Smp_317720",3,4,4,9,3,18,0,5
"Smp_317730",0,2,0,3,0,8,0,1
"Smp_317780",8,1,2,4,1,9,0,7
"Smp_317790",12,0,8,5,13,9,0,10
"Smp_318260",2,2,6,2,0,0,0,1
"Smp_318890",5,2,6,2,2,16,0,3
"Smp_318900",7,2,5,3,2,19,0,1
"Smp_318920",7,1,4,3,2,18,0,1
"Smp_319050",2,0,4,4,0,0,0,4
"Smp_319100",4,7,4,9,2,5,2,2
"Smp_319220",2,2,4,4,2,0,0,2
"Smp_319230",1,1,0,3,4,8,0,2
"Smp_319470",10,2,4,8,1,2,0,1
"Smp_319610",3,0,1,4,3,3,1,3
"Smp_319760",3,3,0,2,0,4,0,0
"Smp_320210",0,1,0,5,3,8,0,8
"Smp_321620",2,0,0,4,4,2,0,0
"Smp_321750",3,0,2,5,3,0,0,0
"Smp_321860",1,2,7,2,0,0,0,2
"Smp_321920",4,2,0,4,0,0,1,0
"Smp_322000",1,1,2,2,2,4,2,7
"Smp_322220",4,0,2,6,0,10,0,0
"Smp_322230",5,5,6,1,7,23,5,15
"Smp_322410",2,0,2,0,2,2,0,2
"Smp_322440",8,2,2,4,0,2,2,4
"Smp_322560",4,2,6,6,0,10,0,2
"Smp_322570",4,2,0,6,2,4,0,4
"Smp_322650",3,2,4,0,0,8,2,3
"Smp_322900",4,0,0,1,2,0,0,6
"Smp_322970",7,2,0,2,0,0,0,6
"Smp_323210",15,10,5,11,4,38,0,11
"Smp_323540",0,3,1,0,1,1,0,7
"Smp_323650",33,10,10,18,2,28,3,15
"Smp_323680",24,19,37,64,7,77,0,25
"Smp_323710",15,7,32,38,2,46,0,22
"Smp_323810",68,27,61,97,29,188,12,64
"Smp_323830",15,0,4,8,3,6,0,16
"Smp_324190",56,32,44,76,26,140,8,64
"Smp_324230",11,3,6,14,0,8,1,3
"Smp_324240",4,0,1,4,0,2,0,0
"Smp_324360",5,4,6,10,4,17,0,4
"Smp_325610",10,2,4,1,0,2,0,7
"Smp_325670",5,0,0,3,2,1,1,3
"Smp_325760",2,0,0,4,2,6,2,4
"Smp_325920",4,2,4,8,10,10,0,10
"Smp_326180",20,8,14,17,7,20,4,20
"Smp_326440",6,6,4,2,2,2,0,1
"Smp_326570",4,2,2,10,0,6,1,6
"Smp_326750",2,0,2,0,2,5,0,0
"Smp_327300",241,152,483,527,257,1357,83,693
"Smp_327480",4,2,4,6,2,6,0,6
"Smp_327530",2,0,0,2,1,5,0,1
"Smp_327550",8,0,4,2,0,2,0,0
"Smp_327600",2,3,3,4,2,1,0,3
"Smp_327920",0,0,1,0,1,2,0,6
"Smp_328230",8,0,0,2,0,2,2,2
"Smp_328580",30,9,6,20,4,12,0,10
"Smp_328590",11,6,7,12,2,3,1,4
"Smp_328750",3,0,2,11,7,9,2,6
"Smp_329010",2,2,2,2,0,2,0,1
"Smp_329200",5,6,2,6,3,8,0,7
"Smp_329430",2,2,4,2,0,6,0,4
"Smp_329590",1,0,7,5,1,13,1,5
"Smp_329680",2,0,6,10,3,10,2,2
"Smp_329690",0,0,2,1,5,3,0,2
"Smp_329780",13,4,10,30,6,20,0,24
"Smp_329940",6,1,4,1,4,0,0,0
"Smp_329950",5,0,0,3,3,2,0,2
"Smp_330330",5,0,1,5,4,7,0,9
"Smp_330450",4,0,2,2,2,8,0,4
"Smp_330600",11,0,13,8,2,41,2,14
"Smp_330640",3,1,4,2,4,5,2,1
"Smp_330790",0,0,2,1,3,5,0,0
"Smp_331170",2,4,4,6,0,2,0,3
"Smp_331400",45,17,40,45,33,72,6,79
"Smp_331810",4,0,2,0,0,1,0,4
"Smp_331870",0,2,0,2,0,2,0,6
"Smp_331910",5,0,4,2,6,18,2,6
"Smp_331920",7,0,0,6,0,6,0,8
"Smp_332340",1,0,1,3,4,4,0,11
"Smp_332360",2,2,0,2,0,0,0,4
"Smp_332480",30,11,16,37,9,24,3,32
"Smp_332600",2,2,0,0,0,2,0,4
"Smp_332620",8,0,2,2,0,0,0,2
"Smp_332670",0,0,4,4,0,6,0,3
"Smp_332800",6,2,0,0,2,3,0,2
"Smp_332930",4,0,5,4,4,2,0,4
"Smp_332950",10,2,28,22,6,15,2,12
"Smp_333010",17,1,7,9,3,10,0,5
"Smp_333040",29,16,15,18,9,14,1,11
"Smp_333140",0,0,0,3,2,3,0,4
"Smp_333310",0,4,0,2,2,2,0,4
"Smp_333420",2,4,4,6,0,7,0,12
"Smp_333470",108,55,49,125,45,151,14,81
"Smp_333660",4,0,2,6,0,2,0,6
"Smp_333770",2,0,1,6,0,0,0,2
"Smp_333910",4,0,4,8,0,2,0,2
"Smp_334000",2,0,0,4,0,1,0,6
"Smp_334080",14,4,10,6,6,16,0,8
"Smp_334300",6,0,0,6,0,2,0,2
"Smp_334555",0,2,0,8,0,3,0,2
"Smp_334740",1,0,3,5,2,1,0,0
"Smp_334750",11,1,0,6,2,2,0,1
"Smp_334940",4,6,2,8,0,6,4,2
"Smp_335040",62,25,36,71,22,43,5,51
"Smp_335050",2,2,1,7,6,2,2,7
"Smp_335380",5,0,1,4,0,1,0,8
"Smp_335460",34,8,10,45,1,26,0,9
"Smp_335470",34,8,10,44,1,27,0,8
"Smp_335480",24,12,9,31,0,22,0,8
"Smp_335490",19,5,8,24,0,15,0,7
"Smp_335510",35,10,12,50,1,31,0,12
"Smp_335620",14,0,2,8,10,3,0,12
"Smp_335675",0,2,3,3,0,2,2,3
"Smp_335800",17,2,9,20,5,8,0,20
"Smp_335930",2,0,0,0,7,4,0,4
"Smp_335990",4,0,2,16,6,14,0,9
"Smp_336130",2,0,2,4,2,0,0,2
"Smp_336250",2,2,0,14,6,12,2,8
"Smp_336360",4,0,0,2,0,2,2,0
"Smp_336660",46,17,21,37,7,19,4,26
"Smp_336700",2,0,0,2,0,2,1,6
"Smp_336710",4,0,2,2,4,0,0,2
"Smp_336770",2,0,4,6,0,4,0,12
"Smp_336880",0,0,2,1,2,3,0,4
"Smp_337020",1,1,3,3,2,7,0,1
"Smp_337030",1,1,4,3,2,7,0,1
"Smp_337100",24,9,6,26,15,16,1,18
"Smp_337130",1,1,1,2,5,9,0,10
"Smp_337140",2,0,2,4,0,0,0,4
"Smp_337240",2,0,2,2,1,4,0,0
"Smp_337250",2,0,0,6,2,0,2,8
"Smp_337330",8,0,0,6,6,10,0,2
"Smp_337340",4,2,4,0,0,0,0,1
"Smp_337770",2,0,2,2,2,2,0,0
"Smp_337820",4,0,3,6,4,21,2,22
"Smp_340100",0,0,2,4,1,0,0,4
"Smp_340110",6,7,7,9,2,5,2,9
"Smp_340140",4,2,0,0,4,4,0,6
"Smp_340300",0,2,0,2,4,4,4,2
"Smp_340320",5,2,1,2,0,0,0,0
"Smp_340360",2,1,5,3,0,4,0,3
"Smp_340370",4,0,2,8,0,5,0,2
"Smp_340420",6,0,0,2,4,2,0,4
"Smp_340440",44,9,16,32,4,38,0,20
"Smp_340470",2,4,0,2,0,0,0,2
"Smp_340510",10,0,2,2,1,2,0,5
"Smp_340520",3,0,0,1,1,6,0,4
"Smp_340590",0,0,4,4,0,4,0,2
