#Position (bp)	insert size
2.872061865E8	2895.3860039241335
2.881847425E8	7069.202927599611
2.891632985E8	3424.957058823529
2.901418545E8	1962.6954678510144
2.911204105E8	1344.1442744706794
2.920989665E8	2570.410411963883
2.930775225E8	2527.88461223487
2.940560785E8	1241.892295059532
2.950346345E8	4930.2455035971225
2.960131905E8	5248.009943540912
2.969917465E8	1838.5854812601171
2.979703025E8	2110.8081643911187
2.989488585E8	3003.5687967760505
2.999274145E8	1584.826161421537
3.009059705E8	1326.1211012094207
3.018845265E8	2484.1969559702843
3.028630825E8	3549.8764545948884
3.038416385E8	2192.5776998597476
3.048201945E8	1833.1528087252257
3.057987505E8	2254.914733276884
3.067773065E8	5626.607234809475
3.077558625E8	2845.997935389847
3.087344185E8	6070.900395664889
3.097129745E8	10714.858347834494
3.106915305E8	3206.2745770379083
3.116700865E8	6940.6085748792275
3.126486425E8	2192.3500969091097
3.136271985E8	3518.117671402952
3.146057545E8	8420.954500882526
3.155843105E8	6374.786357615894
3.16365796E8	3111.011718217741
3.16855074E8	35172.30416415208
3.175414225E8	14586.614605115008
3.185199785E8	4543.740167497084
3.194985345E8	2787.79815270936
3.204770905E8	1902.8950980392158
3.214556465E8	5959.005313025768
3.224342025E8	1797.1072702564973
3.234127585E8	4109.458206122617
3.243913145E8	3064.364191134139
3.253698705E8	4957.057410145587
3.263484265E8	4374.160233538761
3.273269825E8	2765.3215298835958
3.283055385E8	2997.7481660553517
3.292840945E8	3867.5503631196716
3.302626505E8	2253.941203847347
3.312412065E8	2514.9595925864082
3.322197625E8	1158.8866572576267
3.331983185E8	2349.0819635717457
3.341768745E8	2872.96193621274
3.351554305E8	1971.5426376224248
3.361339865E8	2579.5810401413783
3.371125425E8	3961.4248063952036
3.380910985E8	6327.455019284896
3.390696545E8	1157.3079634320961
3.400482105E8	8453.169784262376
3.40945784E8	2083.536345067884
3.41435062E8	1938.538645038168
3.420053225E8	88808.90138829255
3.429838785E8	80503.22054380664
3.439624345E8	57081.69673539519
3.449409905E8	25491.486087689715
3.459195465E8	3263.8942397026944
3.468981025E8	2344.8774366756156
3.478766585E8	2179.1967888019763
3.488552145E8	14519.183753846153
3.498337705E8	2421.4168976855135
3.508123265E8	4819.42181136993
3.517908825E8	1814.9319776858017
3.527694385E8	2272.8108939160993
3.537479945E8	5232.458554895215
3.547265505E8	3307.1352733471326
3.557051065E8	1940.897862232779
3.566836625E8	2445.0279646761983
3.576622185E8	27586.95643939394
3.586407745E8	9747.29288246523
3.596193305E8	2284.8174674048937
3.605978865E8	15367.366971187632
3.615764425E8	3742.2022155793916
3.625549985E8	8370.611307420495
3.635335545E8	2339.079338842975
3.645121105E8	2878.9992428544388
3.65242163E8	2566.0535586765054
3.65731441E8	32311.139931740614
3.664692225E8	2745.7361842105265
3.674477785E8	3078.3839076312465
3.684263345E8	4251.106451911506
3.694048905E8	1891.9624476110646
3.703834465E8	3071.2201434362332
3.713620025E8	16372.884957941613
3.723405585E8	5417.020713664056
3.733191145E8	1727.9097668131126
3.742976705E8	5305.062511911568
3.752762265E8	3103.729504172803
3.762547825E8	3179.603930712858
3.772333385E8	3456.397560799596
3.782118945E8	4579.13701561138
3.791904505E8	5786.571789119462
3.801690065E8	3805.421544969762
3.811475625E8	7657.560636896923
3.821261185E8	8280.93791517629
3.831046745E8	3689.3991935483873
3.840832305E8	4001.3792428198435
3.849989605E8	40831.60712200817
3.854882385E8	854.5
3.860403425E8	5625.930422919509
3.870188985E8	5814.799539170507
3.879974545E8	3190.700643086817
3.889760105E8	1067.916004540295
3.899545665E8	2526.2304785894207
3.909196135E8	3707.107692307692
3.91408841E8	274.29291160592345
