#Insert size (bp)	insert size
3189.0	193.0
3190.0	185.0
3191.0	180.0
3192.0	210.0
3193.0	197.0
3194.0	217.0
3195.0	241.0
3196.0	191.0
3197.0	204.0
3198.0	182.0
3199.0	189.0
3200.0	217.0
3201.0	190.0
3202.0	196.0
3203.0	212.0
3204.0	194.0
3205.0	214.0
3206.0	208.0
3207.0	194.0
3208.0	210.0
3209.0	193.0
3210.0	171.0
3211.0	217.0
3212.0	198.0
3213.0	223.0
3214.0	234.0
3215.0	203.0
3216.0	200.0
3217.0	169.0
3218.0	167.0
3219.0	215.0
3220.0	187.0
3221.0	212.0
3222.0	236.0
3223.0	166.0
3224.0	200.0
3225.0	187.0
3226.0	222.0
3227.0	164.0
3228.0	195.0
3229.0	171.0
3230.0	211.0
3231.0	182.0
3232.0	182.0
3233.0	183.0
3234.0	190.0
3235.0	204.0
3236.0	194.0
3237.0	221.0
3238.0	197.0
3239.0	176.0
3240.0	205.0
3241.0	224.0
3242.0	185.0
3243.0	189.0
3244.0	198.0
3245.0	208.0
3246.0	199.0
3247.0	188.0
3248.0	212.0
3249.0	193.0
3250.0	203.0
3251.0	161.0
3252.0	206.0
3253.0	222.0
3254.0	231.0
3255.0	203.0
3256.0	206.0
3257.0	193.0
3258.0	203.0
3259.0	201.0
3260.0	182.0
3261.0	202.0
3262.0	178.0
3263.0	206.0
3264.0	189.0
3265.0	176.0
3266.0	199.0
3267.0	187.0
3268.0	166.0
3269.0	203.0
3270.0	202.0
3271.0	197.0
3272.0	174.0
3273.0	181.0
3274.0	183.0
3275.0	196.0
3276.0	195.0
3277.0	190.0
3278.0	193.0
3279.0	209.0
3280.0	198.0
3281.0	210.0
3282.0	215.0
3283.0	162.0
3284.0	200.0
3285.0	184.0
3286.0	197.0
3287.0	204.0
3288.0	187.0
3289.0	196.0
3290.0	216.0
3291.0	189.0
3292.0	186.0
3293.0	202.0
3294.0	200.0
3295.0	216.0
3296.0	203.0
3297.0	179.0
3298.0	199.0
3299.0	190.0
3300.0	182.0
3301.0	198.0
3302.0	216.0
3303.0	188.0
3304.0	205.0
3305.0	190.0
3306.0	194.0
3307.0	173.0
3308.0	218.0
3309.0	238.0
3310.0	205.0
3311.0	191.0
3312.0	198.0
3313.0	195.0
3314.0	183.0
3315.0	232.0
3316.0	201.0
3317.0	210.0
3318.0	194.0
3319.0	177.0
3320.0	177.0
3321.0	195.0
3322.0	189.0
3323.0	209.0
3324.0	216.0
3325.0	157.0
3326.0	175.0
3327.0	187.0
3328.0	206.0
3329.0	182.0
3330.0	232.0
3331.0	200.0
3332.0	192.0
3333.0	178.0
3334.0	203.0
3335.0	178.0
3336.0	180.0
3337.0	196.0
3338.0	211.0
3339.0	193.0
3340.0	192.0
3341.0	162.0
3342.0	216.0
3343.0	192.0
3344.0	167.0
3345.0	158.0
3346.0	224.0
3347.0	206.0
3348.0	194.0
3349.0	187.0
3350.0	184.0
3351.0	188.0
3352.0	161.0
3353.0	178.0
3354.0	196.0
3355.0	193.0
3356.0	188.0
3357.0	183.0
3358.0	186.0
3359.0	188.0
3360.0	205.0
3361.0	179.0
3362.0	183.0
3363.0	203.0
3364.0	202.0
3365.0	178.0
3366.0	173.0
3367.0	193.0
3368.0	198.0
3369.0	190.0
3370.0	213.0
3371.0	224.0
3372.0	185.0
3373.0	147.0
3374.0	141.0
3375.0	189.0
3376.0	145.0
3377.0	143.0
3378.0	182.0
3379.0	175.0
3380.0	213.0
3381.0	173.0
3382.0	174.0
3383.0	161.0
3384.0	219.0
3385.0	167.0
3386.0	168.0
3387.0	157.0
3388.0	197.0
3389.0	197.0
3390.0	221.0
3391.0	200.0
3392.0	171.0
3393.0	170.0
3394.0	172.0
3395.0	153.0
3396.0	139.0
3397.0	175.0
3398.0	184.0
3399.0	183.0
3400.0	163.0
3401.0	195.0
3402.0	191.0
3403.0	180.0
3404.0	167.0
3405.0	172.0
3406.0	202.0
3407.0	185.0
3408.0	183.0
3409.0	179.0
3410.0	190.0
3411.0	173.0
3412.0	159.0
3413.0	194.0
3414.0	148.0
3415.0	194.0
3416.0	144.0
3417.0	176.0
3418.0	214.0
3419.0	162.0
3420.0	160.0
3421.0	191.0
3422.0	185.0
3423.0	200.0
3424.0	183.0
3425.0	169.0
3426.0	151.0
3427.0	195.0
3428.0	199.0
3429.0	202.0
3430.0	175.0
3431.0	173.0
3432.0	186.0
3433.0	192.0
3434.0	169.0
3435.0	230.0
3436.0	183.0
3437.0	175.0
3438.0	208.0
3439.0	187.0
3440.0	195.0
3441.0	181.0
3442.0	200.0
3443.0	204.0
3444.0	180.0
3445.0	215.0
3446.0	214.0
3447.0	189.0
3448.0	183.0
3449.0	204.0
3450.0	192.0
3451.0	191.0
3452.0	211.0
3453.0	173.0
3454.0	193.0
3455.0	212.0
3456.0	194.0
3457.0	212.0
3458.0	184.0
3459.0	206.0
3460.0	193.0
3461.0	193.0
3462.0	184.0
3463.0	177.0
3464.0	196.0
3465.0	192.0
3466.0	161.0
3467.0	159.0
3468.0	162.0
3469.0	171.0
3470.0	204.0
3471.0	183.0
3472.0	179.0
3473.0	173.0
3474.0	142.0
3475.0	166.0
3476.0	199.0
3477.0	178.0
3478.0	169.0
3479.0	186.0
3480.0	174.0
3481.0	175.0
3482.0	168.0
3483.0	143.0
3484.0	179.0
3485.0	175.0
3486.0	157.0
3487.0	163.0
3488.0	182.0
3489.0	197.0
3490.0	192.0
3491.0	157.0
3492.0	191.0
3493.0	196.0
3494.0	190.0
3495.0	204.0
3496.0	189.0
3497.0	184.0
3498.0	173.0
3499.0	149.0
3500.0	188.0
3501.0	205.0
3502.0	181.0
3503.0	183.0
3504.0	170.0
3505.0	194.0
3506.0	193.0
3507.0	193.0
3508.0	170.0
3509.0	180.0
3510.0	173.0
3511.0	183.0
3512.0	182.0
3513.0	169.0
3514.0	163.0
3515.0	147.0
3516.0	174.0
3517.0	174.0
3518.0	167.0
3519.0	173.0
3520.0	174.0
3521.0	156.0
3522.0	169.0
3523.0	160.0
3524.0	164.0
3525.0	166.0
3526.0	177.0
3527.0	176.0
3528.0	175.0
3529.0	167.0
3530.0	177.0
3531.0	179.0
3532.0	181.0
3533.0	160.0
3534.0	179.0
3535.0	147.0
3536.0	182.0
3537.0	166.0
3538.0	192.0
3539.0	205.0
3540.0	158.0
3541.0	202.0
3542.0	190.0
3543.0	196.0
3544.0	154.0
3545.0	197.0
3546.0	191.0
3547.0	185.0
3548.0	200.0
3549.0	183.0
3550.0	158.0
3551.0	178.0
3552.0	165.0
3553.0	157.0
3554.0	168.0
3555.0	155.0
3556.0	169.0
3557.0	167.0
3558.0	176.0
3559.0	159.0
3560.0	143.0
3561.0	188.0
3562.0	191.0
3563.0	179.0
3564.0	173.0
3565.0	168.0
3566.0	157.0
3567.0	195.0
3568.0	154.0
3569.0	178.0
3570.0	167.0
3571.0	175.0
3572.0	166.0
3573.0	185.0
3574.0	178.0
3575.0	179.0
3576.0	195.0
3577.0	195.0
3578.0	176.0
3579.0	183.0
3580.0	180.0
3581.0	155.0
3582.0	219.0
3583.0	135.0
3584.0	203.0
3585.0	169.0
3586.0	176.0
3587.0	164.0
3588.0	222.0
3589.0	174.0
3590.0	206.0
3591.0	167.0
3592.0	175.0
3593.0	177.0
3594.0	165.0
3595.0	163.0
3596.0	162.0
3597.0	153.0
3598.0	155.0
3599.0	164.0
3600.0	167.0
3601.0	165.0
3602.0	190.0
3603.0	155.0
3604.0	188.0
3605.0	156.0
3606.0	179.0
3607.0	156.0
3608.0	208.0
3609.0	175.0
3610.0	150.0
3611.0	167.0
3612.0	196.0
3613.0	176.0
3614.0	150.0
3615.0	171.0
3616.0	162.0
3617.0	169.0
3618.0	163.0
3619.0	166.0
3620.0	204.0
3621.0	171.0
3622.0	145.0
3623.0	167.0
3624.0	165.0
3625.0	166.0
3626.0	141.0
3627.0	165.0
3628.0	159.0
3629.0	145.0
3630.0	184.0
3631.0	164.0
3632.0	150.0
3633.0	160.0
3634.0	167.0
3635.0	174.0
3636.0	122.0
3637.0	149.0
3638.0	131.0
3639.0	153.0
3640.0	186.0
3641.0	168.0
3642.0	149.0
3643.0	156.0
3644.0	138.0
3645.0	147.0
3646.0	152.0
3647.0	168.0
3648.0	158.0
3649.0	168.0
3650.0	161.0
3651.0	169.0
3652.0	173.0
3653.0	138.0
3654.0	147.0
3655.0	143.0
3656.0	160.0
3657.0	151.0
3658.0	187.0
3659.0	188.0
3660.0	161.0
3661.0	166.0
3662.0	163.0
3663.0	155.0
3664.0	137.0
3665.0	162.0
3666.0	176.0
3667.0	174.0
3668.0	145.0
3669.0	192.0
3670.0	174.0
3671.0	166.0
3672.0	142.0
3673.0	185.0
3674.0	156.0
3675.0	197.0
3676.0	159.0
3677.0	135.0
3678.0	130.0
3679.0	197.0
3680.0	171.0
3681.0	170.0
3682.0	168.0
3683.0	138.0
3684.0	150.0
3685.0	173.0
3686.0	140.0
3687.0	163.0
3688.0	163.0
3689.0	148.0
3690.0	200.0
3691.0	137.0
3692.0	153.0
3693.0	164.0
3694.0	154.0
3695.0	167.0
3696.0	152.0
3697.0	143.0
3698.0	177.0
3699.0	175.0
3700.0	166.0
3701.0	139.0
3702.0	158.0
3703.0	144.0
3704.0	166.0
