#Position (bp)	Coverage	Std
1.864149185E8	31.831601818746744	30.484351991492638
1.873934745E8	21.30190189624565	10.911770997772313
1.883720305E8	19.894707728642903	14.413774483223772
1.893505865E8	32.264603598148895	35.95444057720237
1.903291425E8	84.37117024371685	116.0518095528921
1.913076985E8	28.697353686078234	20.382540268388077
1.922862545E8	49.810046480188085	124.76943815242464
1.932648105E8	20.476069067575022	12.931827302547747
1.942433665E8	21.505551147033582	46.46182852820575
1.952219225E8	34.40715819309397	31.978406171724213
1.962004785E8	47.18612936871162	39.79930425489317
1.971790345E8	30.847741325594143	107.92783495993126
1.981575905E8	38.0674527966812	26.878190521759944
1.991361465E8	28.635428780041828	32.18174882360051
2.001147025E8	30.848418506968752	20.304383838412
2.010932585E8	32.337590560518485	18.271429950858224
2.020718145E8	143.95626980079146	142.34004596805
2.030503705E8	26.981196988427595	22.783741154049796
2.040289265E8	38.30703755857939	98.72755224634025
2.050074825E8	22.88296209412232	18.996385200379777
2.059860385E8	29.729659194662645	21.095892771328135
2.069645945E8	32.13558718628031	44.092119002865395
2.079431505E8	26.992069229021666	127.29819545323411
2.089217065E8	21.098060969598745	14.679797511566843
2.099002625E8	14.71082254980064	10.451595697483796
2.108788185E8	29.521793669895768	13.94446672251205
2.118573745E8	39.11600065745558	30.765146139570255
2.128359305E8	17.150411777444646	11.32855261819674
2.138144865E8	32.85791831934213	15.653203260989141
2.147930425E8	45.80572222198698	37.81267466263273
2.157715985E8	22.730122625920696	43.91293132678195
2.167501545E8	27.728835210776914	19.27494185294385
2.177287105E8	26.697744554523677	18.621647287325047
2.187072665E8	25.118703349531543	57.363028221071914
2.196858225E8	22.718401222392227	38.68081556253628
2.206643785E8	17.091825337189974	8.898136375847153
2.216429345E8	29.06588869731457	16.996503943496283
2.226214905E8	41.09432540652036	119.74720833010169
2.236000465E8	28.73384934788395	53.67652338332935
2.242797555E8	60.2560610713189	31.873919420725223
2.247690335E8	39.96297776562401	10.383498374082587
2.255571585E8	53.43691098627815	32.42718758031992
2.265357145E8	21.868131585930612	70.48302718459938
2.275142705E8	86.90860454748105	11.06964430157145
2.284928265E8	17.262087602225066	10.722391849178399
2.294713825E8	42.48704288503725	44.10748074450583
2.304499385E8	27.491727271871973	9.140526437235547
2.314284945E8	32.13497121604915	72.8045125433085
2.324070505E8	23.39943365584914	54.63705624885787
2.333856065E8	25.715741957328483	23.260174261908567
2.343641625E8	17.205740312543647	15.641561420330552
2.353427185E8	26.84748871490307	92.48445733888315
2.363212745E8	25.639959834594432	19.664387178654056
2.372998305E8	47.44717548231305	71.67431456816946
2.382783865E8	15.250009451517913	17.70130297196674
2.392569425E8	27.85366680336541	16.21788438836563
2.402354985E8	13.970370222373178	9.397016181362607
2.412140545E8	25.63624542083714	47.238591578863804
2.421926105E8	33.65567800874029	73.00553215237679
2.431711665E8	30.528438679824916	4.556261417683458
2.441497225E8	23.847769958218418	15.851370571991021
2.451282785E8	31.24046293181295	21.413824829088345
2.461068345E8	38.75240157313824	101.40120186160841
2.470853905E8	30.76893182935162	28.133563862043694
2.480639465E8	9.14559366618693	6.7632929304296345
2.490425025E8	16.34770753460669	9.935830785957641
2.500210585E8	158.82784733671167	113.50023535958753
2.509996145E8	33.92664067297942	41.39542905547857
2.519781705E8	33.183157022985455	20.336199705950257
2.529567265E8	29.80595026554426	66.51905956690771
2.539352825E8	34.397290325346745	21.980191244398146
2.549138385E8	44.74704944893178	20.329129772449445
2.558923945E8	46.224082708864955	62.876650977276185
2.568709505E8	18.45626007354667	13.931209988740212
2.578495065E8	65.73761738770017	33.95616937659742
2.588280625E8	20.868784417449668	15.741402749197052
2.598066185E8	44.37477638496405	150.96788990818453
2.607851745E8	37.083249976660134	223.53028788105294
2.617637305E8	20.01361649489822	69.75884039620387
2.627422865E8	29.47763417347421	59.913569168109014
2.637208425E8	10.005019307042224	10.073087729963177
2.646993985E8	44.647423697751464	19.28010630869138
2.656779545E8	15.850447135317333	6.703750225614219
2.666565105E8	7.361615121812947	10.865767425874507
2.676350665E8	21.926273333436953	16.622729922557205
2.686136225E8	26.832443820224718	26.53816833880075
2.695921785E8	41.35922984356198	125.23917980276401
2.70511608E8	43.75710054355089	90.90340166956277
2.71000886E8	2.771436031331593	0.7065414821084295
2.715492905E8	173.7405505786482	136.6277625973843
2.725278465E8	116.83973516878989	12.7017140347005
2.735064025E8	143.38184468961677	54.64198669006436
2.744849585E8	29.887371334075798	62.538712318913
2.754635145E8	18.190568403282068	15.012753207904735
2.764420705E8	48.572962954791166	29.018637667630706
2.774206265E8	23.818223760509635	71.86931489156159
2.783991825E8	19.610402143671138	13.516259305435767
2.793777385E8	15.517520411367562	29.54640860003669
2.803562945E8	18.93778085991678	37.118465493963456
2.813348505E8	19.10891991589614	25.520264796417145
2.823134065E8	16.08003032000012	7.956441837030194
2.832919625E8	30.318430836696432	61.66753140600584
2.842705185E8	25.14664234056425	10.930996125069438
2.852490745E8	13.746045137679422	16.047319878916007
2.862276305E8	20.647347917718797	17.81120890346457
2.872061865E8	23.055052622284265	14.275793330448652
2.881847425E8	208.90037488187588	63.542154223893206
2.891632985E8	15.052627962899347	9.183273345059163
2.901418545E8	26.059073856001934	19.38641339636321
2.911204105E8	45.66835594349431	38.179443479844096
2.920989665E8	17.888169551587843	18.975111066571337
2.930775225E8	35.76538747339387	17.44020370183453
2.940560785E8	30.621737110798428	94.8907149109717
2.950346345E8	24.41058679725637	13.329222340363907
2.960131905E8	28.864730125995905	19.518998422687236
2.969917465E8	22.093809662056806	12.860189964226125
2.979703025E8	15.452127540670284	17.526162228992284
2.989488585E8	16.162846844444317	11.018049610287347
2.999274145E8	24.55541117133115	64.94203207251093
3.009059705E8	10.308614183496	11.875168671073453
3.018845265E8	69.15482131252746	77.43342801887194
3.028630825E8	21.929998974063935	24.385760413149516
3.038416385E8	24.146377078568893	25.388667142786257
3.048201945E8	21.306220476860375	13.056987269294135
3.057987505E8	27.339984813147474	19.780374474941755
3.067773065E8	16.546536812871675	32.29720967101221
3.077558625E8	20.981959148536838	20.589811723197194
3.087344185E8	50.78620543506751	14.131302159327042
3.097129745E8	92.77473808343063	15.794356836016567
3.106915305E8	79.30504144387075	13.92296883821375
3.116700865E8	24.5613539486941	10.452355437312963
3.126486425E8	22.557375658934713	14.950747844903878
3.136271985E8	52.913686012725435	73.16773964436324
3.146057545E8	654.8658654331806	312.0495220717463
3.155843105E8	29.73690828184399	16.995930762698613
3.16365796E8	38.73888868616468	21.31901557791861
3.16855074E8	64.36454344236377	9.046360856943235
3.175414225E8	33.077954228873494	23.50826424325925
3.185199785E8	37.86200795554679	17.845037757577813
3.194985345E8	24.080965148548845	18.5690248372654
3.204770905E8	38.7457781406266	55.3340971030391
3.214556465E8	28.611920103092782	34.64675063162714
3.224342025E8	29.51334954588317	45.242407245461436
3.234127585E8	56.10481684575317	19.760828988931618
3.243913145E8	35.86160905310122	15.152019123178622
3.253698705E8	45.161282535027404	174.94150761211475
3.263484265E8	45.351779296506834	46.29642088249954
3.273269825E8	37.678999892123706	33.28153198089941
3.283055385E8	45.54430452298749	60.195691237385205
3.292840945E8	19.70395921182438	16.91257640637893
3.302626505E8	24.589302742385772	18.55126159412333
3.312412065E8	25.473952090607465	16.92979632087557
3.322197625E8	59.60511088006457	114.65658092738194
3.331983185E8	30.07034297910359	21.534372119741313
3.341768745E8	23.54556086089506	37.954023548001786
3.351554305E8	24.938143525970567	74.06349260388888
3.361339865E8	25.45731186513536	23.46491831836078
3.371125425E8	32.93062913241152	21.814813716239648
3.380910985E8	32.051586335771	21.35117087758331
3.390696545E8	37.01782902330874	147.51289902078204
3.400482105E8	45.50038136716095	179.63774613702063
3.40945784E8	38.62979990273873	35.68008806495573
3.41435062E8	30.223790941773707	34.742794542252824
3.420053225E8	67.8541912031165	16.840540428636963
3.429838785E8	228.75970749705496	10.286722681826186
3.439624345E8	137.03912325951399	12.990034406136271
3.449409905E8	77.34586409960382	6.009786977706561
3.459195465E8	68.78142604266002	63.1665012368313
3.468981025E8	19.5903134150686	29.071579120229934
3.478766585E8	22.135759814840245	12.463842505516906
3.488552145E8	43.18635251750999	63.414982490992735
3.498337705E8	88.54991894690305	104.74493167333726
3.508123265E8	60.41691314084187	49.45911028091008
3.517908825E8	19.729156792294166	10.900601958180989
3.527694385E8	31.282792434036374	18.31100840225917
3.537479945E8	26.3435772146502	11.034065659268206
3.547265505E8	22.419936600778847	15.295162942926105
3.557051065E8	21.21032936055304	13.456600256373093
3.566836625E8	21.21308842332594	11.551582761454654
3.576622185E8	1609.135960661584	407.11190904277487
3.586407745E8	30.248649022341542	13.132980339635838
3.596193305E8	40.55226009604474	112.65995330346946
3.605978865E8	26.776272619127862	10.113218126120946
3.615764425E8	25.35593013164489	75.36663938943943
3.625549985E8	13.129945483336758	19.132348648948074
3.635335545E8	43.60252716255535	53.50530655492577
3.645121105E8	24.85829927375757	21.234568913132506
3.65242163E8	35.362170099278536	12.936005788055887
3.65731441E8	148.6131375926897	23.324933233062346
3.664692225E8	9.327210781520716	7.429235304657779
3.674477785E8	18.926140178498322	8.635967941250227
3.684263345E8	34.672072156715366	30.393559680830887
3.694048905E8	17.395929453171977	10.242942687995507
3.703834465E8	19.099570794794047	17.13630093849079
3.713620025E8	18.895443740172098	7.992919729732223
3.723405585E8	29.1656350213687	54.172535903626944
3.733191145E8	14.281992701722102	9.500445597804609
3.742976705E8	26.397589496751227	14.64905928198788
3.752762265E8	6.821951963768058	20.345793520453338
3.762547825E8	21.15671028400945	11.698495425860896
3.772333385E8	53.24559178820345	46.68380471579069
3.782118945E8	50.81656667638439	30.028956620684113
3.791904505E8	12.488595817913557	11.717476443638349
3.801690065E8	63.60463723951895	137.9584798892973
3.811475625E8	33.060457401073464	23.51317282264228
3.821261185E8	36.89074823485549	21.491179953028308
3.831046745E8	23.989980490358192	18.920418712216776
3.840832305E8	34.566768290164	69.50106729634973
3.849989605E8	48.75312684399912	6.162610938795254
3.854882385E8	2.750915750915751	0.29758041233418775
3.860403425E8	13.763845230014098	5.163005885020985
3.870188985E8	5.55370214593811	0.9950652648314283
3.879974545E8	26.490226704748306	17.07524240950311
3.889760105E8	11.066978424912318	7.2324921688941695
3.899545665E8	52.84730553289505	7.081306537962522
3.909196135E8	9.885517743194015	8.676904736538066
3.91408841E8	2214.0969774644877	1276.5442661059617
