#Position (bp)	Coverage	Std
489278.5	175.75528444483808	53.38940212812687
1467834.5	113.57921501654442	41.69921207927759
2446390.5	35.97708544433661	55.925507419051655
3424946.5	31.39600638129643	4.052866174745549
4403502.5	14.662501430937771	7.42305281784382
5382058.5	55.81680559082328	16.636320598146767
6360614.5	51.25213615981228	81.14137126756637
7339170.5	12.337179535092309	5.1318855730646575
8317726.5	13.128344375457806	5.630874124466774
9296282.5	29.185248043173324	7.701381832767629
1.02748385E7	62.26311176089782	36.821386519936944
1.12533945E7	20.09766115725919	77.44562678168171
1.22319505E7	22.398531913385547	65.12101373945794
1.32105065E7	12.14072944743351	9.206093041294894
1.41890625E7	45.147999523493475	28.77688058693671
1.51676185E7	30.306079937100318	62.41921845886231
1.61461745E7	17.767997454989917	20.41047240657312
1.71247305E7	47.24521259918482	86.50909248266417
1.81032865E7	24.284040119655113	19.775753607818753
1.90818425E7	13.684154596850398	14.395711717237091
2.00603985E7	19.609574688592648	17.435133035889613
2.10389545E7	59.08628337039923	183.20692994461245
2.20175105E7	59.295422773701986	32.502475437176585
2.29960665E7	29.727936496956282	20.20022777321111
2.39746225E7	43.6779872118422	96.00977103302297
2.49531785E7	22.451219821572028	26.590252990255962
2.59317345E7	12.00340752972706	18.542073047335116
2.69102905E7	44.12858069915081	21.82065794213748
2.78888465E7	27.43668117282893	13.037308423755036
2.88674025E7	29.794034819448708	18.670535539025156
2.98459585E7	17.868829405576484	18.435799713611782
3.08245145E7	23.914010336889437	18.135083783136647
3.18030705E7	92.35614402233296	68.34179436313208
3.27816265E7	21.61789320530097	75.59840875000104
3.37601825E7	41.154011491989	68.84324262578284
3.47387385E7	48.36087395201317	20.546739905862424
3.57172945E7	46.69045056456564	23.802173236031532
3.66958505E7	27.831195685528108	25.35084754733095
3.76744065E7	52.2597080509546	29.59724912915987
3.86529625E7	21.3222720240065	25.04695238182995
3.96315185E7	21.300468044005335	41.733980062654716
4.06100745E7	87.30848703746707	169.95004421862154
4.15886305E7	29.843443188451946	14.002957471480038
4.25671865E7	37.84302431003614	122.35170376332852
4.35457425E7	52.13362764472325	28.412704129933335
4.45242985E7	39.894117623078635	92.30934678827506
4.55028545E7	24.183191223700817	20.79323454588444
4.64814105E7	32.56896278671649	16.197820317873852
4.74599665E7	14.414839242755503	37.165501165493026
4.84385225E7	28.58562543639086	24.834403587926662
4.94170785E7	87.77006874722291	138.03897331497066
5.03956345E7	23.316330025548933	19.938217633744806
5.13741905E7	27.13152241788435	81.7507647208622
5.23527465E7	30.139824990484904	16.104360355481848
5.33313025E7	31.79386271944278	38.81522644484003
5.43098585E7	36.795085536433135	43.07428558458015
5.52884145E7	12.915382356612973	9.03729728876791
5.62669705E7	28.05903757611763	14.666856691103668
5.72455265E7	24.35554784430768	22.52001427542507
5.82240825E7	36.69988466937685	25.07724579974812
5.92026385E7	32.65171098622074	14.413131420155892
6.01811945E7	20.674161115326378	85.48691981600618
6.11597505E7	27.741464898722352	17.023729261963204
6.21383065E7	16.63439565374634	36.238606522719394
6.31168625E7	39.512551516666804	21.019056520317953
6.40954185E7	35.1705270522786	16.547143865666413
6.50739745E7	151.60334761707597	713.5833623386981
6.60525305E7	20.569803240928483	34.966289994115286
6.70310865E7	32.39501831264383	12.959806952651133
6.80096425E7	21.264029347907464	10.440336558518993
6.89881985E7	68.36777744329189	150.9188744827556
6.99667545E7	37.18830117776454	35.42582075717362
7.09453105E7	60.38677551646529	331.0115870074684
7.19238665E7	31.778877680686506	19.11240314853099
7.29024225E7	13.409840120955884	12.580184610953472
7.38809785E7	44.53161270151917	72.00965543143141
7.48595345E7	35.65037615615875	30.06918514048313
7.58380905E7	18.656076566487346	33.932859004287764
7.68166465E7	56.51030521597135	137.02944770814256
7.77952025E7	22.51376393456185	9.840310991657033
7.87737585E7	40.82837331078478	25.39888431988213
7.97523145E7	15.339668614266019	6.794828318104453
8.07308705E7	21.497961172773202	7.780849732133954
8.17094265E7	13.57912974947698	9.966699599354877
8.26879825E7	28.48754030877112	16.51234350952208
8.36665385E7	36.85556549038669	32.35871002747779
8.46450945E7	40.130304898908136	31.398246217203404
8.56236505E7	30.055241075435376	88.30631295230627
8.66022065E7	19.397499808267504	14.268602799372015
8.75377665E7	43.06720542155808	78.32162514282471
8.80270445E7	46.86167434963412	10.8957607186172
8.85593185E7	16.72050634295537	11.727980049697067
8.95378745E7	21.849703114691483	15.493100908237963
9.05164305E7	22.8884370516176	58.54589012995512
9.14949865E7	27.603360122559934	22.05504472109721
9.24735425E7	31.58899555058999	41.37047726888685
9.34520985E7	20.049959447786552	10.968410527351876
9.44306545E7	12.938780950774033	17.06999448620178
9.54092105E7	18.099903084316644	6.269310359857202
9.63877665E7	26.067945331379505	12.805780969334679
9.73663225E7	43.963817915605915	21.59914783566457
9.83448785E7	26.47370412804739	68.36517195335148
9.93234345E7	19.660410193246182	8.847224733112322
1.003019905E8	11.8449407807337	6.787415851030365
1.012805465E8	23.24402822100187	53.33738422405008
1.022591025E8	39.78802157377145	87.00011375538976
1.032376585E8	41.53334578853479	17.185291279597287
1.042162145E8	23.426760539065285	18.464078491484745
1.051947705E8	24.580274045815596	10.027080176795268
1.061733265E8	20.20369171879295	67.79094542614287
1.071518825E8	32.121604645465304	19.393664596266373
1.081304385E8	40.015946444854656	68.81044944498093
1.091089945E8	28.009657894841563	34.98419124626372
1.100875505E8	24.611072559840643	78.8714160360841
1.110661065E8	18.759132676717293	23.497218337873136
1.120446625E8	20.81109178016584	14.52564617653772
1.130232185E8	30.599051864108123	17.37688167723976
1.140017745E8	52.501505613548005	111.02224402710497
1.149803305E8	85.0198579101726	148.9087885717955
1.159588865E8	48.30863703088307	91.85945618945756
1.169374425E8	32.39739426002281	101.00528117884288
1.179159985E8	43.81090135095102	46.02759926932543
1.188945545E8	32.49117129500261	11.647808700379331
1.198731105E8	36.07039427648192	13.356049174764877
1.208516665E8	22.791385442273846	19.028303709988286
1.218302225E8	37.91977956929144	86.61801979341412
1.228087785E8	41.57171523656222	35.63139014757596
1.237873345E8	63.319491128551036	33.03606662626171
1.247658905E8	62.5836084566875	19.531535264064047
1.257444465E8	49.730684533402	61.86946908084791
1.267230025E8	39.52878560589638	24.38374977679049
1.277015585E8	21.86302375114102	13.810322259807066
1.286801145E8	39.80502503565623	97.29330565461133
1.296586705E8	41.24984650632708	131.8176964404023
1.306372265E8	65.58679403544637	118.29744628970909
1.316157825E8	31.79005309739897	67.448649322391
1.325943385E8	20.025824334986563	14.602895615328913
1.335728945E8	21.63216070571078	16.429490541440202
1.345514505E8	31.144345832812498	63.921589020279086
1.355300065E8	34.50530381154585	17.006506873649165
1.365085625E8	28.854400354023454	15.432215453506375
1.374871185E8	19.527932577197337	19.77106356274747
1.384656745E8	21.605034703463666	9.88142531163216
1.394442305E8	18.998705830660267	20.02520291210127
1.404227865E8	23.93374438402146	20.939608465646693
1.414013425E8	28.32841700058903	31.384201015244027
1.423798985E8	56.373477175407274	31.421089585957475
1.433584545E8	32.18469334651452	18.616708294257823
1.443370105E8	61.60143320205707	81.10045228221595
1.453155665E8	15.519779626690607	12.764396740506474
1.462941225E8	43.50430603483547	34.194214688432204
1.472726785E8	31.494098825690383	25.36464930517928
1.482512345E8	20.764129196723978	17.906970009599192
1.492297905E8	41.61948001710202	58.0294244588491
1.502083465E8	21.49751633147119	27.514042398643056
1.511869025E8	21.803814537162207	16.659353448597077
1.521654585E8	35.86176292938827	71.66251430255556
1.531440145E8	25.209852553190753	19.197340155975073
1.541225705E8	23.467713947165816	16.344477628647414
1.551011265E8	49.03507815465305	21.00600441875767
1.560796825E8	68.78599230195907	65.364586993797
1.570582385E8	29.558589991437373	23.40717875337991
1.580367945E8	30.153431815370546	16.688315196131942
1.590153505E8	30.95966517034095	32.5872586703216
1.599939065E8	13.958409997663288	21.958780949207192
1.609724625E8	73.6121535934885	93.77453366937259
1.619510185E8	43.56461678162252	25.57431389841771
1.629295745E8	25.988001741998307	13.408950907412388
1.639081305E8	27.661249389177005	22.412495809311856
1.648866865E8	30.223123103004315	149.81320293747788
1.658652425E8	32.858145233589006	39.766626291994925
1.668437985E8	399.54504176197463	173.43809355241436
1.678223545E8	14.789304768318045	21.44192350171921
1.688009105E8	15.766419588530962	10.504302835851346
1.697794665E8	23.138326796840232	20.593484959045465
1.707580225E8	30.372397358863207	18.205655486734067
1.717365785E8	260.2283884509938	159.83742758452937
1.727151345E8	46.781037514840236	32.512119573137575
1.736936905E8	40.41980440173782	28.87001857715731
1.744297225E8	126.155921609001	89.46803088646983
1.749190005E8	169.96847811408838	67.03274514991506
1.756508025E8	773.4250317662007	119.28962145400884
1.766293585E8	305.5735463760646	147.79746796172034
1.776079145E8	14.212572648755987	26.721580801481174
1.785864705E8	33.27415864548114	22.10312776100323
1.795650265E8	29.164317581036265	133.3662775561501
1.805435825E8	62.3778329081681	25.32625711504896
1.815221385E8	28.38072441885116	15.873692220186607
1.825006945E8	31.68272273332762	27.854214679541357
1.834792505E8	44.523229734708174	16.775342421508647
1.844578065E8	21.087434627611124	30.55249187661567
1.854363625E8	34.458797370833416	2.608285219625853
