88812
68426	68782	2	0	0
83502	83869	2	1	1
83502	83869	2	1	2
86019	86243	2	1	2
86975	87258	2	1	2
120681	120948	2	1	2
123080	123304	2	1	1
123080	123304	2	1	2
125494	125777	2	1	1
125494	125777	2	1	2
131174	131261	2	1	1
131174	131261	2	1	2
216286	216367	1	2	4
216287	216367	1	2	5
216288	216367	1	2	3
221765	222048	1	2	4
221765	222048	1	2	5
224240	224464	1	2	4
226597	227068	1	2	4
247291	247574	1	2	3
248305	248529	1	2	3
248305	248529	1	2	5
250671	250958	1	2	5
250671	251095	1	2	3
261045	277058	1	3	6
284127	284470	2	4	7
284511	284575	2	4	7
284617	284738	2	4	7
285146	285187	2	4	7
404132	404491	2	5	8
405454	405602	2	5	8
406432	406509	2	5	8
407430	407496	2	5	8
408193	408257	2	5	8
409146	409196	2	5	8
410141	410239	2	5	8
410534	410603	2	5	8
410661	410750	2	5	8
410790	410934	2	5	8
411018	411055	2	5	8
462918	462952	1	6	9
463038	463176	1	6	9
463216	463305	1	6	9
463363	463432	1	6	9
463727	463825	1	6	9
464770	464820	1	6	9
465709	465773	1	6	9
468802	468868	1	6	9
469789	469866	1	6	9
470696	470844	1	6	9
471807	472248	1	6	9
617997	618024	1	7	10
618108	618252	1	7	10
618290	618382	1	7	10
618440	618509	1	7	10
618777	618875	1	7	10
619932	619982	1	7	10
620961	621025	1	7	10
621720	621786	1	7	10
623542	623619	1	7	10
624491	624639	1	7	10
625430	625507	1	7	10
625606	625945	1	7	10
705698	705725	1	8	11
705809	705953	1	8	11
705991	706083	1	8	11
706141	706210	1	8	11
706489	706581	1	8	11
707633	707683	1	8	11
708662	708726	1	8	11
709420	709486	1	8	11
711263	711340	1	8	11
712222	712370	1	8	11
713117	713197	1	8	11
713296	713637	1	8	11
738869	742214	1	9	12
1046762	1046847	2	10	13
1047745	1047795	2	10	13
1048801	1048899	2	10	13
1049194	1049263	2	10	13
1049321	1049410	2	10	13
1049450	1049596	2	10	13
1095653	1095816	2	11	14
1096966	1097061	2	11	14
1098025	1098076	2	11	14
1098657	1099462	2	11	14
1210371	1210574	2	12	15
1211222	1211276	2	12	15
1211318	1211434	2	12	15
1212772	1212837	2	12	15
1213671	1214750	2	12	15
1237155	1237813	1	13	17
1237155	1239811	1	13	16
1237155	1239811	1	13	18
1239470	1239811	1	13	17
1242773	1243086	1	13	16
1242773	1243086	1	13	17
1242773	1243086	1	13	18
1250631	1250673	1	13	16
1250631	1250673	1	13	17
1250631	1250673	1	13	18
1251670	1251788	1	13	16
1251670	1251788	1	13	17
1251670	1251788	1	13	18
1252597	1252682	1	13	16
1252597	1252682	1	13	17
1252597	1252682	1	13	18
1256180	1256352	1	13	16
1256180	1256352	1	13	17
1256180	1256352	1	13	18
1257830	1270053	1	13	16
1257830	1270053	1	13	17
1257830	1270053	1	13	18
1348401	1348433	1	14	19
1348517	1348661	1	14	19
1348699	1348791	1	14	19
1348849	1348918	1	14	19
1349192	1349290	1	14	19
1350346	1350396	1	14	19
1350876	1350940	1	14	19
1351634	1351700	1	14	19
1353475	1353555	1	14	19
1354270	1354418	1	14	19
1355375	1355720	1	14	19
1437905	1438075	2	15	20
1439841	1439920	2	15	20
1440798	1440926	2	15	20
1441045	1441146	2	15	20
1442626	1442709	2	15	20
1444872	1445021	2	15	20
1448743	1448957	2	15	20
1449797	1449966	2	15	20
1453464	1453549	2	15	20
1454358	1454476	2	15	20
1455466	1455508	2	15	20
1458001	1458314	2	15	20
1464622	1464963	2	15	20
1466627	1466699	2	15	20
1466732	1466833	2	15	20
1466865	1466979	2	15	20
1467014	1467096	2	15	20
1467137	1467382	2	15	20
1476491	1476532	1	16	21
1482183	1482442	1	16	21
1482476	1482571	1	16	21
1482609	1482732	1	16	21
1482766	1482811	1	16	21
1482845	1483022	1	16	21
1483053	1483301	1	16	21
1484140	1484205	1	16	21
1485544	1485660	1	16	21
1485702	1485756	1	16	21
1486404	1486478	1	16	21
1488290	1488480	1	16	21
1488525	1488600	1	16	21
1488639	1488842	1	16	21
1770886	1771254	2	17	22
1775967	1775998	2	17	22
1776389	1777029	2	17	22
1789766	1791587	2	17	22
1806071	1806179	1	18	23
1808989	1809101	1	18	23
1815140	1815503	1	18	23
1919468	1919494	1	19	24
1919578	1919724	1	19	24
1919762	1919854	1	19	24
1919912	1919981	1	19	24
1920254	1920352	1	19	24
1921403	1921453	1	19	24
1922437	1922501	1	19	24
1923196	1923262	1	19	24
1925004	1925084	1	19	24
1925965	1926113	1	19	24
1926890	1927018	1	19	24
1927069	1927420	1	19	24
2036588	2036722	1	20	25
2040270	2040483	1	21	26
2040538	2040668	1	21	26
2040709	2040790	1	21	26
2041445	2041533	1	21	26
2041640	2042089	1	21	26
2060457	2061422	2	22	27
2096695	2096722	1	23	28
2096806	2096950	1	23	28
2096987	2097076	1	23	28
2097134	2097203	1	23	28
2097591	2097671	1	23	28
2098726	2098776	1	23	28
2099610	2099674	1	23	28
2099946	2100221	1	24	29
2100368	2100434	1	23	28
2101147	2101224	1	23	28
2102474	2102622	1	23	28
2103402	2103500	1	23	28
2103692	2103790	1	23	28
2103982	2104080	1	23	28
2104272	2104370	1	23	28
2104563	2104691	1	23	28
2104742	2105036	1	23	28
2169362	2169885	2	25	30
2171992	2172279	2	25	30
2175388	2175530	2	25	30
2175571	2175656	2	25	30
2193640	2193916	1	26	31
2193950	2194069	1	26	31
2195578	2196171	1	26	31
2196464	2196692	1	26	31
2207871	2223286	2	27	32
2223385	2223823	1	28	33
2227268	2227581	1	28	33
2231036	2231128	1	28	33
2241729	2241859	1	28	33
2244766	2244825	1	28	33
2248235	2248397	1	28	33
2251390	2251560	1	28	33
2260121	2260245	1	28	33
2262486	2262587	1	28	33
2265365	2265659	1	28	33
2267268	2268741	1	28	33
2275134	2275329	2	29	34
2278699	2278938	2	29	34
2279163	2281556	2	29	34
2294480	2308272	1	30	35
2311942	2312978	1	30	35
2321938	2322756	1	30	35
2326266	2326406	1	30	35
2328388	2328489	1	30	35
2335731	2336009	1	30	35
2341405	2341740	1	30	35
2345347	2345793	1	30	35
2348355	2349074	1	30	35
2352716	2353271	2	31	36
2355658	2355915	2	31	36
2357379	2358377	2	31	36
2360433	2361069	2	31	36
