88812
54155	54329	3827
57692	57727	4002
61684	61758	4038
63990	64058	4113
64986	65084	4182
68783	69305	4281
72957	73079	4804
76220	76292	4927
77534	77717	5000
118701	119135	5184
0	978	0
2252	2342	979
5500	5756	1070
6456	6508	1327
7978	8095	1380
10655	10847	1498
11990	12123	1691
13898	14021	1825
16807	16904	1949
19155	19246	2047
21359	21431	2139
25430	25585	2212
27845	28024	2368
31339	31549	2548
33490	33614	2759
36138	36227	2884
38985	39137	2974
41040	41226	3127
42347	42417	3314
45410	45542	3385
48692	48850	3518
52512	52661	3677
54155	54329	3827
57692	57727	4002
61684	61758	4038
63990	64058	4113
64986	65084	4182
68783	69305	4281
72957	73079	4804
76220	76292	4927
77534	77717	5000
83940	83987	5184
118701	119135	5232
0	978	0
2252	2342	979
5500	5756	1070
6456	6508	1327
7978	8095	1380
10655	10847	1498
11990	12123	1691
13898	14021	1825
16807	16904	1949
19155	19246	2047
21359	21431	2139
25430	25585	2212
27845	28024	2368
31339	31549	2548
33490	33614	2759
36138	36227	2884
38985	39137	2974
41040	41226	3127
42347	42417	3314
45410	45542	3385
48692	48850	3518
52512	52661	3677
54155	54329	3827
57692	57727	4002
61684	61758	4038
63990	64058	4113
64986	65084	4182
68783	69178	4281
69227	69305	4677
72957	73079	4756
76220	76292	4879
77534	77717	4952
83940	83987	5136
118701	119135	5184
0	4321	0
5731	5759	4322
7769	7947	4351
11045	11114	4530
12680	12754	4600
14126	14203	4675
15898	15975	4753
19814	19894	4831
22094	23166	4912
0	6804	0
10075	10221	6805
14040	14420	6952
17609	17895	7333
19547	20072	7620
22886	23393	8146
24652	24889	8654
27962	28022	8892
30644	30894	8953
37228	37399	9204
39286	39537	9376
45507	45602	9628
46874	46981	9724
49256	49466	9832
51607	51855	10043
52917	52968	10292
54372	54526	10344
56430	56497	10499
60967	61344	10567
0	298	0
2217	2363	299
4870	5013	446
7359	7653	590
9204	9433	885
10661	11013	1115
16496	16775	1468
20242	20305	1748
0	369	0
1841	2013	370
4550	4623	543
6595	6920	617
8826	9106	943
12645	12837	1224
15990	16178	1417
17743	18029	1606
19767	19836	1893
21733	22056	1963
23351	23550	2287
24058	24418	2487
25954	26084	2848
27004	27227	2979
29082	29165	3203
31187	31278	3287
32586	32832	3379
33475	33861	3626
34752	34903	4013
34938	35043	4165
35083	35170	4271
35206	35437	4359
35469	35861	4591
35898	35984	4984
36024	36124	5071
42457	42517	5172
0	382	0
5517	6407	383
11251	11648	1274
13493	13944	1672
17484	20464	2124
0	1706	0
18448	18775	1707
0	869	0
0	726	0
7434	7531	727
10103	10201	825
12879	12937	924
17735	17949	983
18564	18676	1198
18708	18754	1311
18787	18895	1358
18931	19142	1467
0	1666	0
8676	9627	1667
0	81	0
132	206	82
243	284	157
3739	3787	199
7214	7331	248
8224	8376	366
12778	12922	519
15275	15333	664
23821	25041	723
0	381	0
2979	3444	382
6227	6439	848
11111	11263	1061
14652	14918	1214
15631	15924	1481
17690	17833	1775
19775	20332	1919
0	768	0
4059	4525	769
6776	7437	1236
0	463	0
498	650	464
4108	4234	617
10455	10511	744
11502	11719	801
0	2520	0
7448	8008	2521
0	563	0
3081	3140	564
3457	3571	624
0	749	0
2208	2339	750
3417	3557	882
5977	6403	1023
9964	10106	1450
10553	10852	1593
10888	11185	1893
0	13972	0
15983	16104	13973
19558	19846	14095
0	395	0
0	177	0
993	1097	178
9993	10118	283
16684	16765	409
18584	18747	491
19738	19818	655
23919	24228	736
0	1031	0
15761	15830	1032
18736	18905	1102
18942	18998	1272
19046	19227	1329
0	1031	0
18736	18905	1032
18942	18998	1202
19046	19227	1259
0	2703	0
4743	5054	2704
0	288	0
22896	23643	289
40441	40653	1037
46097	46332	1250
50050	50280	1486
57073	57731	1717
61352	61712	2376
65500	66454	2737
0	880	0
974	1388	881
2556	2778	1296
2875	2928	1519
0	3055	0
0	795	0
2861	3298	796
3348	3451	1234
0	108	0
145	197	109
236	292	162
6888	7295	219
8708	8921	627
11984	12262	841
20386	20655	1120
22356	22502	1390
25515	25772	1537
28492	28910	1795
31581	32745	2214
0	956	0
3260	3409	957
5170	5502	1107
0	39635	0
39682	39771	39636
42795	43134	39726
0	69	0
14339	14441	70
23127	23211	173
25214	25779	258
26745	26826	824
29839	29975	906
33542	33627	1043
36329	36539	1129
37373	37453	1340
39595	40140	1421
43001	43128	1967
44746	44999	2095
47937	47987	2349
50425	50566	2400
51356	51455	2542
55993	56094	2642
58510	58584	2744
59413	59436	2819
61834	62130	2843
62671	62703	3140
62749	62805	3173
64822	64931	3230
67565	67674	3340
70040	70137	3450
71930	72763	3548
0	1339	0
2706	2791	1340
5378	5545	1426
8341	8618	1594
11953	12135	1872
23392	24072	2055
26061	26408	2736
27984	28381	3084
29606	29848	3482
30290	30464	3725
32005	33890	3900
35479	39750	5786
0	13944	0
0	860	0
10670	10798	861
12699	13127	990
14494	14893	1419
16364	21249	1819
0	101	0
144	219	102
4451	4541	178
7218	7481	269
15345	15593	533
17037	17360	782
20191	20654	1106
0	6104	0
8942	9062	6105
13114	13200	6226
18157	18429	6313
21586	21721	6586
25866	26639	6722
28882	29534	7496
32345	32489	8149
35174	35280	8294
46740	46887	8401
52933	57025	8549
0	425	0
0	9045	0
9086	9310	9046
9358	9489	9271
9565	9670	9403
14068	14285	9509
17809	22124	9727
0	497	0
2054	2386	498
4651	4776	831
6697	6909	957
9264	9383	1170
11106	11587	1290
12717	13062	1772
16718	17186	2118
0	825	0
2017	5219	826
0	65	0
5458	5912	66
0	132	0
1247	1405	133
2775	2845	292
4657	4706	363
8250	8286	413
14473	14516	450
15729	15765	494
17364	18072	531
0	331	0
5883	6095	332
7390	7807	545
12969	13280	963
15433	15571	1275
18754	18950	1414
19653	19812	1611
21644	21867	1771
23180	23330	1995
25039	25227	2146
25261	25397	2335
25574	25658	2472
0	231	0
266	338	232
371	491	305
0	74	0
116	244	75
4835	5079	204
7376	7589	449
23160	23312	663
27260	27616	816
30580	30906	1173
33165	33415	1500
37850	38017	1751
39265	39566	1919
41473	41900	2221
48226	48575	2649
51349	51519	2999
59474	59851	3170
61408	62243	3548
0	184	0
219	413	185
2313	2454	380
4055	4191	522
6228	6437	659
10441	10752	869
12604	12797	1181
15272	15597	1375
0	1059	0
6372	6548	1060
8842	9274	1237
14934	17944	1670
0	136	0
167	352	137
3391	3656	323
6840	7116	589
9981	10103	866
11124	11791	989
0	407	0
1053	1218	408
13824	13997	574
24304	24509	748
31160	31611	954
33053	33303	1406
35375	35635	1657
37294	37370	1918
40706	40857	1995
43030	44127	2147
0	475	0
2372	3207	476
4886	5207	1312
5242	6475	1634
0	1130	0
2533	2735	1131
2842	3153	1334
3815	3929	1646
4979	5304	1761
0	1068	0
6515	8236	1069
0	8236	0
0	6753	0
0	164	0
3557	4707	165
0	1720	0
3279	3617	1721
5545	10503	2060
0	292	0
1798	2237	293
3318	3596	733
4918	5136	1012
7546	7713	1231
9548	9778	1399
10973	11221	1630
12806	13279	1879
20252	21236	2353
0	266	0
2413	2553	267
7102	7537	408
0	163	0
204	2079	164
0	226	0
1145	1737	227
0	291	0
4131	4211	292
11009	11420	373
0	483	0
2239	2319	484
5416	6136	565
0	605	0
5209	5286	606
6219	6432	684
0	907	0
3042	3153	908
4729	4845	1020
8158	8348	1137
10285	10351	1328
10390	10529	1395
0	2772	0
2807	3047	2773
3387	3531	3014
5663	5718	3159
11333	11405	3215
13791	14111	3288
0	233	0
1718	1788	234
4346	4422	305
5112	5225	382
5259	5408	496
0	61	0
1444	1583	62
1622	1706	202
1753	1784	287
1827	1917	319
3518	3648	410
6097	6564	541
0	2227	0
0	183	0
1488	1634	184
3884	3957	331
5986	6346	405
7536	7753	766
11073	11215	984
15642	15824	1127
19891	21316	1310
0	37782	0
0	443	0
2629	4084	444
0	446	0
3319	3802	447
5924	6028	931
8823	8927	1036
12090	14253	1141
0	174	0
319	548	175
0	229	0
374	548	230
0	229	0
374	548	230
0	229	0
374	548	230
0	229	0
374	548	230
0	174	0
319	361	175
364	547	218
0	229	0
374	548	230
0	756	0
3027	3357	757
0	330	0
2601	3015	331
4758	4944	746
5162	5442	933
0	174	0
319	548	175
0	229	0
374	570	230
0	174	0
319	548	175
0	229	0
374	548	230
0	174	0
319	548	175
0	229	0
374	548	230
0	445	0
2716	3040	446
0	378	0
2161	2429	379
3780	3840	648
0	323	0
1293	1728	324
0	338	0
1308	1631	339
0	9003	0
0	97	0
135	188	98
224	269	152
304	436	198
475	555	331
2248	2281	412
4381	4605	446
5519	5746	671
6932	7589	899
7856	7978	1557
9365	9455	1680
11613	11729	1771
15185	15358	1888
16687	17374	2062
19714	20187	2750
23823	23955	3224
27284	27404	3357
28876	30540	3478
0	1417	0
14475	15668	1418
18363	18932	2612
0	630	0
4023	4089	631
5660	5755	698
8444	8657	794
0	277	0
2487	2580	278
6060	6214	372
7223	8147	527
0	443	0
1213	1410	444
2705	3254	642
6470	7053	1192
9380	9918	1776
0	170	0
0	725	0
2731	2844	726
5073	5214	840
11264	11357	982
12429	12501	1076
21709	23683	1149
0	82	0
2084	2435	83
9758	9906	435
12534	12601	584
14147	14285	652
15837	16119	791
16851	17505	1074
0	238	0
4088	4473	239
5505	5691	625
7127	7282	812
9005	9380	968
10721	11231	1344
14358	14386	1855
16491	16971	1884
18877	19300	2365
21631	21783	2789
24300	24790	2942
25898	26128	3433
28009	28126	3664
29737	29890	3782
30743	30984	3936
33768	33874	4178
36054	36122	4285
36397	36622	4354
37951	38446	4580
0	1917	0
25073	25559	1918
27953	28182	2405
40418	40834	2635
42420	42615	3052
44860	45461	3248
51056	51354	3850
58015	58343	4149
61830	61994	4478
68257	68561	4643
71743	71826	4948
77228	77345	5032
78867	79143	5150
81470	81881	5427
83238	83455	5839
86962	87267	6057
92300	92426	6363
96643	98595	6490
0	666	0
0	108	0
148	1054	109
0	1593	0
11655	12066	1594
20975	21488	2006
27936	27991	2520
0	107	0
143	173	108
209	269	139
26921	27318	200
35617	35676	598
41828	41895	658
45747	45897	726
48629	48713	877
57206	57278	962
58931	59143	1035
64410	64499	1248
66616	66748	1338
68677	68954	1471
0	1570	0
5034	5285	1571
6826	7079	1823
7115	7732	2077
0	1570	0
5034	5285	1571
6826	7732	1823
0	1414	0
8166	8292	1415
10579	10668	1542
15565	15777	1632
20126	20198	1845
23174	23258	1918
30963	31113	2003
36220	36287	2154
46099	46161	2222
48537	48931	2285
51758	51915	2680
0	1414	0
8166	8292	1415
10579	10668	1542
15565	15777	1632
20126	20198	1845
23174	23258	1918
30963	31113	2003
36220	36287	2154
46099	46161	2222
48537	48931	2285
94041	94101	2680
94134	94164	2741
94201	94295	2772
0	1469	0
3618	3911	1470
4745	5177	1764
7987	8098	2197
8580	9705	2309
0	1057	0
5918	11427	1058
16155	37225	6568
0	103	0
2222	3960	104
0	263	0
2851	3041	264
3882	4121	455
6208	6400	695
9461	9537	888
12730	12753	965
0	678	0
2071	2197	679
3257	3375	806
3411	3481	925
3513	3676	996
3712	3914	1160
0	1161	0
3629	8771	1162
18928	19532	6305
0	4856	0
8364	8550	4857
10814	11133	5044
12693	13136	5364
14242	14418	5808
19014	19145	5985
23130	23439	6117
25376	26504	6427
0	234	0
17150	17546	235
22452	22546	632
26511	26630	727
35754	35907	847
38054	38117	1001
38151	38251	1065
43807	44181	1166
45718	46084	1541
49122	49697	1908
52017	52690	2484
54513	54670	3158
56768	56982	3316
60682	60984	3531
63710	64994	3834
0	961	0
28531	29071	962
0	401	0
3106	3180	402
5583	5614	477
7166	7397	509
9339	9655	741
9900	10077	1058
10214	11985	1236
0	382	0
415	644	383
1990	2234	613
3529	3609	858
4071	4115	939
5804	6704	984
0	286	0
11367	11535	287
11809	12089	456
12126	12208	737
13579	13738	820
0	1342	0
3329	3975	1343
6436	6989	1990
11817	11893	2544
20136	20285	2621
21849	22116	2771
57617	60105	3039
0	1180	0
3516	3929	1181
6870	7109	1595
8970	12505	1835
0	1180	0
3516	3929	1181
6870	7109	1595
8970	9324	1835
10340	12505	2190
0	1499	0
2939	3064	1500
4382	4562	1626
5872	6011	1807
10591	10729	1947
14303	14474	2086
14509	14721	2258
14760	14881	2471
0	1610	0
17341	17599	1611
19258	19887	1870
20310	20335	2500
22052	22181	2526
23338	23487	2656
35277	35349	2806
40272	40373	2879
41528	41623	2981
49077	49211	3077
51890	52001	3212
54323	54570	3324
56145	56604	3572
59068	59276	4032
64744	64947	4241
71620	73537	4445
0	1562	0
17341	17599	1563
19258	19887	1822
20310	20335	2452
22052	22181	2478
23338	23487	2608
35277	35349	2758
40272	40373	2831
41528	41623	2933
49077	49211	3029
51890	52001	3164
54323	54570	3276
56145	56604	3524
59068	59276	3984
64744	64947	4193
71620	73537	4397
0	1610	0
17341	17599	1611
20310	20335	1870
22052	22181	1896
23338	23487	2026
35277	35349	2176
40272	40373	2249
41528	41623	2351
49077	49211	2447
51890	52001	2582
54323	54570	2694
56145	56604	2942
59068	59276	3402
64744	64947	3611
71620	73537	3815
0	284	0
0	9375	0
0	17775	0
18556	18684	17776
0	156	0
940	1173	157
0	241	0
1023	1179	242
0	177	0
211	760	178
1721	1920	728
3158	3207	928
4731	4826	978
5700	5766	1074
7452	8053	1141
10807	11333	1743
12504	13800	2270
15298	15583	3567
18497	18714	3853
21337	21857	4071
24087	24212	4592
30008	30346	4718
33228	33955	5057
35197	35842	5785
37933	38098	6431
40385	40630	6597
43541	44171	6843
45182	45288	7474
50136	50650	7581
52668	53090	8096
54253	54735	8519
56456	58443	9002
60358	60673	10990
63069	63571	11306
66051	66390	11809
68166	69016	12149
70073	72623	13000
76128	77110	15551
78846	79210	16534
80524	80763	16899
83304	83492	17139
84526	84648	17328
86836	87645	17451
0	89	0
3326	3738	90
3783	3991	503
7683	7872	712
9716	10018	902
11422	11676	1205
15102	15233	1460
17147	17349	1592
19090	19348	1795
22455	23012	2054
0	3199	0
9643	9771	3200
15226	15371	3329
16475	18687	3475
38611	38928	5688
0	89	0
4388	4525	90
4574	4597	228
4642	4847	252
4887	5028	458
5075	5255	600
7393	7606	781
10420	10902	995
12626	12844	1478
16917	17322	1697
19790	20002	2103
21862	22070	2316
24862	25141	2525
27684	27875	2805
30051	30076	2997
30197	30428	3023
32036	32358	3255
35391	35616	3578
38469	38618	3804
39353	39824	3954
0	3614	0
0	1769	0
4072	4189	1770
6987	7164	1888
8137	8463	2066
9565	9696	2393
9918	10187	2525
12286	12390	2795
12484	12786	2900
13463	13703	3203
13889	14196	3444
14565	14879	3752
16247	16381	4067
16833	16973	4202
18127	18324	4343
18488	18568	4541
18756	18960	4622
19683	19880	4827
20701	20879	5025
21152	21445	5204
21689	21896	5498
23850	23969	5706
26430	26474	5826
28580	28642	5871
30637	30690	5934
30785	30958	5988
33762	33824	6162
36713	36748	6225
38894	39016	6261
41779	41841	6384
43685	43729	6447
46115	46249	6492
49092	49175	6627
52216	52267	6711
68428	69646	6763
0	415	0
455	643	416
679	740	605
775	828	667
5263	5364	721
9018	9083	823
14802	14871	889
16205	16323	959
18746	18841	1078
22992	23102	1174
30734	31010	1285
0	415	0
455	643	416
679	740	605
775	828	667
5263	5364	721
9018	9083	823
14802	14871	889
16205	16323	959
17157	31010	1078
0	592	0
