10960
Smp_056260.1	7907713	7915445	7872453	2	4	1405	188
Smp_056260.2	7907713	7915445	7915445	2	3	1409	188
Smp_152290.2	7926940	7978855	7915445	2	11	1412	189
Smp_152290.1	7926940	8021235	7978855	2	13	1423	189
Smp_056280.1	8031140	8040845	8021235	2	5	1436	190
Smp_319810.1	8046850	8084075	8040845	2	3	1441	191
Smp_152300.1	8087439	8091399	8084075	1	2	1444	192
Smp_152310.1	8111802	8124555	8091399	2	6	1446	193
Smp_200300.1	8135741	8139655	8124555	2	6	1452	194
Smp_336630.1	8170701	8190233	8139655	2	3	1458	195
Smp_176440.1	8203499	8230003	8190233	1	8	1461	196
Smp_176430.1	8243856	8308850	8230003	1	15	1469	197
Smp_319890.1	8375974	8405045	8308850	2	2	1484	198
Smp_176460.1	8441000	8452985	8405045	2	7	1486	199
Smp_098840.1	8461869	8468573	8452985	1	6	1493	200
Smp_098850.1	8475657	8489395	8468573	2	5	1499	201
Smp_163240.1	8525430	8585535	8489395	2	7	1504	202
Smp_163230.1	8649330	8661835	8585535	2	4	1511	203
Smp_163230.2	8649330	8661835	8661835	2	5	1515	203
Smp_163220.1	8678867	8693748	8661835	2	8	1520	204
Smp_163210.1	8699332	8772869	8693748	1	16	1528	205
Smp_163210.2	8699332	8772869	8772869	1	16	1544	205
Smp_163210.3	8699332	8772869	8772869	1	15	1560	205
Smp_200310.1	8789901	8790185	8772869	2	1	1575	206
Smp_068990.1	8841263	8850638	8790185	2	1	1576	207
Smp_319950.1	8864732	8883416	8850638	1	2	1577	208
Smp_320000.1	8888025	8889198	8883416	2	2	1579	209
Smp_320030.1	8895792	8896971	8889198	1	2	1581	210
Smp_345080.1	8916192	9003837	8896971	1	35	1583	211
Smp_159550.1	9009751	9032763	9003837	1	10	1618	212
Smp_159560.1	9103441	9142369	9032763	2	5	1628	213
Smp_159570.1	9159977	9199801	9142369	1	20	1633	214
Smp_159590.1	9243207	9246821	9199801	1	1	1653	215
Smp_159600.1	9276177	9345823	9246821	2	34	1654	216
Smp_129610.1	9401087	9432097	9345823	1	11	1688	217
Smp_129610.2	9401087	9432097	9432097	1	9	1699	217
Smp_342440.1	9436630	9445343	9432097	2	2	1708	218
Smp_129590.1	9454947	9494161	9445343	1	23	1710	219
Smp_129590.2	9454947	9494161	9494161	1	24	1733	219
Smp_129580.1	9494568	9526233	9494161	2	17	1757	220
Smp_302870.1	9531735	9532315	9526233	2	1	1774	221
Smp_347120.1	9538337	9540217	9532315	1	1	1775	222
Smp_129550.1	9544625	9573073	9540217	2	17	1776	223
Smp_129560.1	9581529	9596923	9573073	2	10	1793	224
Smp_013690.1	9616000	9640278	9596923	1	10	1803	225
Smp_320230.1	9642839	9644496	9640278	2	9	1813	226
Smp_332680.1	9660280	9697584	9644496	1	12	1822	227
Smp_342030.1	9719718	9728981	9697584	2	6	1834	228
Smp_124350.1	9745850	9782618	9728981	1	21	1840	229
Smp_124350.2	9745850	9782618	9782618	1	21	1861	229
Smp_124350.3	9745850	9782618	9782618	1	19	1882	229
Smp_340110.1	9784491	9813546	9782618	2	13	1901	230
Smp_004080.1	9824300	9844021	9813546	1	8	1914	231
Smp_004070.1	9851671	9872708	9844021	2	5	1922	232
Smp_004060.1	9885071	9896396	9872708	2	7	1927	233
Smp_124340.1	9903974	9932736	9896396	2	14	1934	234
Smp_340100.1	9936270	9955580	9932736	1	10	1948	235
Smp_213670.1	9961353	9970096	9955580	2	6	1958	236
Smp_213680.1	9973301	9995903	9970096	2	15	1964	237
Smp_124320.1	10009060	10030644	9995903	1	5	1979	238
Smp_004000.1	10036552	10042896	10030644	1	4	1984	239
Smp_003990.1	10055163	10066461	10042896	2	6	1988	240
Smp_003980.1	10114545	10170743	10066461	1	16	1994	241
Smp_003970.1	10172828	10181781	10170743	2	7	2010	242
Smp_341700.1	10195125	10231197	10181781	1	7	2017	243
Smp_124300.1	10231206	10239128	10231197	2	8	2024	244
Smp_124290.1	10254136	10256911	10239128	2	1	2032	245
Smp_003940.1	10263705	10279289	10256911	1	9	2033	246
Smp_003930.1	10279292	10283101	10279289	2	2	2042	247
Smp_124280.1	10286095	10292153	10283101	1	4	2044	248
Smp_320690.1	10332775	10334161	10292153	2	2	2048	249
Smp_003900.1	10349085	10395369	10334161	1	7	2050	250
Smp_342020.1	10437256	10501271	10395369	2	9	2057	251
Smp_124240.1	10509378	10533778	10501271	1	6	2066	252
Smp_003860.1	10537911	10543644	10533778	2	3	2072	253
Smp_124230.1	10550328	10559421	10543644	1	7	2075	254
Smp_213690.1	10567520	10605072	10559421	1	22	2082	255
Smp_213700.1	10605493	10608965	10605072	1	2	2104	256
Smp_124210.1	10694358	10770737	10608965	1	18	2106	257
Smp_245630.1	10821537	10826159	10770737	2	1	2124	258
Smp_332790.1	10832668	10977428	10826159	1	36	2125	259
Smp_003770.1	10962813	10963752	10977428	1	2	2161	260
Smp_332800.1	10988232	11129801	10977428	1	60	2163	261
Smp_124160.1	11124731	11147508	11129801	2	6	2223	262
Smp_003700.1	11166022	11168556	11147508	1	5	2229	263
Smp_124130.1	11185661	11219333	11168556	1	9	2234	264
Smp_003670.1	11223599	11232897	11219333	2	5	2243	265
Smp_003670.2	11223599	11232897	11232897	2	6	2248	265
Smp_003660.1	11246576	11248677	11232897	2	6	2254	266
Smp_124120.1	11261891	11273693	11248677	1	8	2260	267
Smp_124110.1	11275577	11302817	11273693	2	14	2268	268
Smp_003630.1	11304238	11311297	11302817	2	10	2282	269
Smp_003620.1	11323621	11349236	11311297	1	7	2292	270
Smp_003610.1	11358492	11362617	11349236	2	2	2299	271
Smp_003600.1	11369312	11373347	11362617	2	2	2301	272
Smp_188200.1	11381433	11387937	11373347	2	2	2303	273
Smp_321880.1	11397199	11397957	11387937	2	1	2305	274
Smp_124100.1	11413749	11464723	11397957	1	19	2306	275
Smp_342010.1	11474212	11483217	11464723	2	1	2325	276
Smp_124080.1	11566463	11583679	11483217	1	2	2326	277
Smp_124070.1	11644063	11669917	11583679	1	5	2328	278
Smp_124060.1	11676363	11702351	11669917	1	8	2333	279
Smp_124050.1	11722353	11790302	11702351	1	29	2341	280
Smp_124050.2	11722353	11790302	11790302	1	28	2370	280
Smp_124050.3	11722353	11790302	11790302	1	26	2398	280
Smp_342000.1	11826881	11828999	11790302	2	1	2424	281
Smp_124030.1	11900807	11914589	11828999	2	9	2425	282
Smp_124020.1	11950103	11954967	11914589	1	2	2434	283
Smp_321950.1	11965453	11966681	11954967	1	1	2436	284
Smp_245690.1	11971234	11978948	11966681	1	3	2437	285
Smp_124010.1	11984181	12008969	11978948	2	3	2440	286
Smp_124000.1	12067601	12091417	12008969	1	18	2443	287
Smp_003440.1	12188201	12218135	12091417	1	3	2461	288
Smp_321620.1	12311644	12335784	12218135	2	13	2464	289
Smp_322050.1	12340253	12344346	12335784	1	2	2477	290
Smp_003410.1	12350821	12351639	12344346	1	3	2479	291
Smp_337440.1	12372191	12503537	12351639	1	24	2482	292
Smp_341990.1	12510152	12529393	12503537	1	10	2506	293
Smp_123940.1	12529399	12557008	12529393	2	14	2516	294
Smp_003340.1	12568459	12600649	12557008	1	22	2530	295
Smp_003330.1	12611985	12612687	12600649	2	3	2552	296
Smp_341980.1	12623573	12636365	12612687	1	3	2555	297
Smp_123920.1	12649827	12660209	12636365	2	4	2558	298
Smp_003300.1	12665693	12676341	12660209	1	6	2562	299
Smp_123910.1	12683650	12691714	12676341	1	4	2568	300
Smp_123900.1	12703375	12704798	12691714	1	2	2572	301
Smp_003280.1	12709100	12760276	12704798	1	6	2574	302
Smp_341970.1	12770168	12782004	12760276	1	4	2580	303
Smp_003250.2	12802123	12806311	12782004	1	2	2584	304
Smp_003250.1	12802123	12806571	12806311	1	3	2586	304
Smp_123870.1	12806604	12817729	12806571	2	6	2589	305
Smp_003230.1	12827713	12844411	12817729	1	8	2595	306
Smp_123860.1	12913424	12950690	12844411	2	11	2603	307
Smp_123850.1	12970020	12983048	12950690	2	2	2614	308
Smp_123840.1	13025715	13059720	12983048	2	10	2616	309
Smp_003190.1	13089729	13094997	13059720	1	5	2626	310
Smp_123830.1	13099293	13148140	13094997	2	27	2631	311
Smp_123820.1	13174174	13249276	13148140	1	8	2658	312
Smp_123820.2	13174174	13249276	13249276	1	10	2666	312
Smp_123810.1	13263354	13266858	13249276	1	1	2676	313
Smp_003140.1	13304604	13326950	13266858	2	9	2677	314
Smp_003140.2	13304604	13326960	13326950	2	10	2686	314
Smp_003130.1	13336605	13345130	13326960	2	5	2696	315
Smp_245815.1	13357429	13486804	13345130	1	13	2701	316
Smp_245810.1	13399459	13411133	13486804	2	5	2714	317
Smp_245820.1	13490053	13524282	13486804	2	13	2719	318
Smp_245820.2	13490053	13524282	13524282	2	14	2732	318
Smp_197070.1	13538593	13586128	13524282	2	19	2746	319
Smp_213710.1	13599247	13617001	13586128	1	6	2765	320
Smp_213710.2	13599247	13617001	13617001	1	10	2771	320
Smp_213720.1	13619201	13634284	13617001	1	11	2781	321
Smp_200440.1	13648975	13650469	13634284	1	1	2792	322
Smp_073800.1	13770493	13808902	13650469	2	8	2793	323
Smp_073790.1	13813053	13816952	13808902	2	3	2801	324
Smp_162060.1	13831826	13880261	13816952	1	15	2804	325
Smp_213730.1	13882666	13903125	13880261	2	9	2819	326
Smp_213740.1	13917546	13943782	13903125	2	6	2828	327
Smp_162040.1	13998339	14020341	13943782	2	13	2834	328
Smp_162030.1	14028616	14054200	14020341	1	15	2847	329
Smp_162030.2	14028616	14059760	14054200	1	16	2862	329
Smp_073720.1	14065478	14069983	14059760	1	3	2878	330
Smp_162010.1	14077622	14132249	14069983	1	14	2881	331
Smp_073690.1	14134520	14147802	14132249	2	3	2895	332
Smp_073680.1	14158676	14165263	14147802	1	7	2898	333
Smp_162000.1	14166807	14296722	14165263	2	78	2905	334
Smp_073620.1	14309146	14314180	14296722	1	5	2983	335
Smp_073610.1	14322686	14344838	14314180	1	11	2988	336
Smp_073600.1	14364961	14367212	14344838	2	5	2999	337
Smp_073590.1	14377316	14378560	14367212	1	2	3004	338
Smp_345320.1	14384173	14408252	14378560	2	7	3006	339
Smp_345320.2	14384173	14408252	14408252	2	7	3013	339
Smp_073490.1	14429186	14443823	14408252	1	6	3020	340
Smp_073500.1	14465064	14477724	14443823	2	8	3026	341
Smp_073510.1	14498186	14506783	14477724	1	6	3034	342
Smp_073510.2	14500306	14506783	14506783	1	5	3040	342
Smp_161960.1	14518274	14523078	14506783	1	3	3045	343
Smp_161970.1	14523080	14563229	14523078	2	15	3048	344
Smp_161970.2	14523080	14563229	14563229	2	16	3063	344
Smp_073540.1	14578899	14579644	14563229	2	2	3079	345
Smp_161980.1	14585175	14616824	14579644	2	18	3081	346
Smp_073570.1	14640954	14643648	14616824	1	2	3099	347
Smp_073560.1	14649979	14659572	14643648	2	6	3101	348
Smp_079240.1	14670544	14679246	14659572	1	3	3107	349
Smp_079230.1	14684019	14684500	14679246	2	2	3110	350
Smp_079430.1	14706034	14706978	14684500	1	4	3112	351
Smp_079420.1	14725164	14741107	14706978	1	10	3116	352
Smp_079410.1	14748350	14770263	14741107	2	10	3126	353
Smp_322760.1	14778098	14778810	14770263	2	1	3136	354
Smp_079400.1	14785190	14802420	14778810	2	5	3137	355
Smp_337460.1	14817555	14880938	14802420	1	30	3142	356
Smp_322860.1	14889574	14913726	14880938	1	6	3172	357
Smp_079380.1	14921787	14950830	14913726	2	6	3178	358
Smp_079380.2	14921787	14950830	14950830	2	6	3184	358
Smp_079370.1	14960205	14989665	14950830	1	14	3190	359
Smp_164960.1	14991567	15018948	14989665	2	9	3204	360
Smp_164950.1	15034772	15039166	15018948	1	4	3213	361
Smp_164940.1	15039611	15058278	15039166	2	8	3217	362
Smp_164930.1	15066004	15110686	15058278	1	17	3225	363
Smp_322960.1	15114901	15115308	15110686	2	1	3242	364
Smp_079310.1	15135062	15137837	15115308	1	4	3243	365
Smp_164890.1	15142860	15167438	15137837	2	11	3247	366
Smp_305200.1	15176182	15177679	15167438	1	6	3258	367
Smp_314650.1	15198972	15200468	15177679	1	6	3264	368
Smp_079270.1	15210952	15231557	15200468	1	3	3270	369
Smp_079260.1	15247379	15278260	15231557	2	5	3273	370
Smp_053390.1	15318173	15318658	15278260	2	1	3278	371
Smp_323010.1	15328266	15338238	15318658	2	2	3279	372
Smp_150750.1	15359898	15457263	15338238	1	45	3281	373
Smp_150740.1	15457708	15510808	15457263	2	12	3326	374
Smp_336870.1	15560897	15660637	15510808	2	13	3338	375
Smp_336870.2	15560905	15660635	15660637	2	14	3351	375
Smp_336870.3	15560905	15660635	15660637	2	14	3365	375
Smp_323050.1	15751725	15757894	15660637	1	1	3379	376
Smp_350250.1	15882573	15884566	15757894	1	1	3380	377
Smp_348610.1	15888524	15889083	15884566	2	1	3381	378
Smp_314790.1	15893629	15898717	15889083	1	5	3382	379
Smp_053300.1	15903695	15904409	15898717	1	1	3387	380
Smp_194870.1	15907356	15907971	15904409	2	1	3388	381
Smp_305460.1	15913131	15918079	15907971	2	4	3389	382
Smp_156140.1	15958904	16034981	15918079	2	8	3393	383
Smp_085180.1	16043675	16051532	16034981	1	4	3401	384
Smp_168400.1	16053265	16070872	16051532	2	7	3405	385
Smp_336340.1	16078799	16096416	16070872	1	7	3412	386
Smp_345810.1	16102018	16119240	16096416	1	2	3419	387
Smp_305590.1	16127488	16129669	16119240	1	2	3421	388
Smp_305620.1	16151748	16153516	16129669	1	2	3423	389
Smp_107590.1	16181378	16182584	16153516	2	2	3425	390
Smp_314800.1	16225905	16227569	16182584	2	3	3427	391
Smp_176020.1	16233282	16251226	16227569	2	10	3430	392
Smp_242040.1	16248558	16248620	16251226	1	1	3440	393
Smp_176010.1	16263339	16300352	16251226	1	21	3441	394
Smp_166040.1	16304308	16328342	16300352	1	11	3462	395
Smp_186930.1	16331493	16335074	16328342	2	2	3473	396
Smp_176000.1	16363059	16409484	16335074	2	24	3475	397
Smp_175980.1	16453359	16517062	16409484	1	8	3499	398
Smp_333100.1	16564444	16581269	16517062	2	5	3507	399
Smp_097940.2	16581413	16602257	16581269	1	7	3512	400
Smp_097940.1	16582313	16602257	16602257	1	7	3519	400
Smp_097930.1	16605253	16606037	16602257	1	1	3526	401
Smp_175950.1	16615584	16638009	16606037	2	7	3527	402
Smp_181050.1	16706173	16734159	16638009	2	14	3534	403
Smp_181040.1	16740470	16756649	16734159	2	9	3548	404
Smp_323430.2	16765150	16770578	16756649	1	3	3557	405
Smp_323430.1	16765179	16770586	16770578	1	5	3560	405
Smp_105370.1	16776123	16782173	16770586	1	4	3565	406
Smp_105360.1	16787476	16831731	16782173	1	10	3569	407
Smp_323530.1	16851263	16852556	16831731	1	2	3579	408
Smp_105340.1	16918563	16952356	16852556	1	4	3581	409
Smp_105330.1	16958595	16968652	16952356	1	7	3585	410
Smp_105320.1	16972432	16972919	16968652	2	4	3592	411
Smp_196410.1	16997127	17014882	16972919	2	5	3596	412
Smp_333140.1	17033326	17121213	17014882	1	29	3601	413
Smp_345870.1	17127165	17127782	17121213	2	4	3630	414
Smp_333150.1	17143263	17179112	17127782	1	12	3634	415
Smp_103160.1	17233697	17261602	17179112	2	9	3646	416
Smp_085840.1	17290616	17301156	17261602	2	12	3655	417
Smp_085830.1	17308468	17319502	17301156	2	6	3667	418
Smp_085830.2	17308468	17319502	17319502	2	6	3673	418
Smp_345860.1	17324478	17339792	17319502	2	11	3679	419
Smp_333160.1	17347786	17365405	17339792	1	8	3690	420
Smp_323640.1	17378542	17380215	17365405	2	3	3698	421
Smp_175240.1	17397997	17401695	17380215	2	4	3701	422
Smp_341790.1	17407859	17409886	17401695	1	4	3705	423
Smp_337250.1	17415983	17418475	17409886	2	4	3709	424
Smp_323680.1	17424715	17426315	17418475	2	3	3713	425
Smp_323710.1	17426539	17428093	17426315	1	4	3716	426
