#Position (bp)	mapping quality
489278.5	15.869338458938646
1467834.5	25.250221223086566
2446390.5	52.61136352440847
3424946.5	11.27705420248461
4403502.5	26.227522909871364
5382058.5	21.064699096707834
6360614.5	47.17856330574608
7339170.5	34.00701070094154
8317726.5	27.912489366476873
9296282.5	16.558806802696996
1.02748385E7	25.339696840323196
1.12533945E7	83.52392216016327
1.22319505E7	68.88077720809228
1.32105065E7	37.69319929615388
1.41890625E7	41.9306871442446
1.51676185E7	47.069481833299015
1.61461745E7	32.37675785972246
1.71247305E7	57.869131512374175
1.81032865E7	40.579746653112906
1.90818425E7	44.78141645954938
2.00603985E7	48.50590095602388
2.10389545E7	85.43232574771866
2.20175105E7	27.142915516134956
2.29960665E7	38.87045603006362
2.39746225E7	61.793308294571524
2.49531785E7	48.19990662501106
2.59317345E7	72.69779432650735
2.69102905E7	36.06361260987209
2.78888465E7	29.177375536921584
2.88674025E7	39.10474179748333
2.98459585E7	48.94574111701934
3.08245145E7	42.989094237597705
3.18030705E7	23.402720407229268
3.27816265E7	66.59959143544994
3.37601825E7	54.394857966259785
3.47387385E7	20.620255022000094
3.57172945E7	29.879929664926777
3.66958505E7	41.664840972614876
3.76744065E7	35.660843591941045
3.86529625E7	36.735103488990234
3.96315185E7	52.95769182112259
4.06100745E7	44.33046553510109
4.15886305E7	41.01128405912529
4.25671865E7	65.45563282085774
4.35457425E7	47.343880223127854
4.45242985E7	70.93090675136712
4.55028545E7	55.33183203691538
4.64814105E7	33.20071020247585
4.74599665E7	75.651671508151
4.84385225E7	49.736573820397496
4.94170785E7	73.06366261710754
5.03956345E7	52.93538864167403
5.13741905E7	80.84916888496907
5.23527465E7	35.49140921166616
5.33313025E7	48.40319410505403
5.43098585E7	42.71897475404064
5.52884145E7	37.11645695537718
5.62669705E7	35.553001050434375
5.72455265E7	50.3130239514236
5.82240825E7	40.442100249956255
5.92026385E7	32.02285634184021
6.01811945E7	71.0037466384572
6.11597505E7	40.99620150549447
6.21383065E7	24.909935022359097
6.31168625E7	31.877809337622782
6.40954185E7	30.345846830448313
6.50739745E7	11.124217557352749
6.60525305E7	71.43530365460738
6.70310865E7	32.11337614835504
6.80096425E7	21.176972315811636
6.89881985E7	64.21037987289846
6.99667545E7	37.89765464430349
7.09453105E7	134.56933571514233
7.19238665E7	26.410783749062393
7.29024225E7	42.23718118066219
7.38809785E7	43.70893777508982
7.48595345E7	36.76826341073931
7.58380905E7	34.80165667762935
7.68166465E7	51.65675012633449
7.77952025E7	36.195105535866006
7.87737585E7	37.301263557793
7.97523145E7	31.11140383550323
8.07308705E7	27.486751226667238
8.17094265E7	31.751858522151085
8.26879825E7	35.9801491959534
8.36665385E7	27.640670867369057
8.46450945E7	30.94951963444849
8.56236505E7	64.21363958114837
8.66022065E7	23.079485411012328
8.75377665E7	38.42195002731263
8.80270445E7	27.082405881544084
8.85593185E7	28.003826834137758
8.95378745E7	47.714015693705505
9.05164305E7	69.6131405914608
9.14949865E7	38.470682996012215
9.24735425E7	64.01730206549328
9.34520985E7	42.416392373455515
9.44306545E7	55.683406044025084
9.54092105E7	37.3901176665293
9.63877665E7	30.693534802513884
9.73663225E7	34.697156331829184
9.83448785E7	38.097969489191186
9.93234345E7	35.37163334637605
1.003019905E8	37.55668486439562
1.012805465E8	64.59364374440099
1.022591025E8	47.41794198006379
1.032376585E8	28.647012416943163
1.042162145E8	32.28737023876289
1.051947705E8	26.226508566914937
1.061733265E8	58.82514313103999
1.071518825E8	35.43083358414771
1.081304385E8	54.425895202333585
1.091089945E8	45.727797852905944
1.100875505E8	59.529503851216504
1.110661065E8	43.43153344968442
1.120446625E8	44.35478030846335
1.130232185E8	39.134550051946235
1.140017745E8	67.6485678430983
1.149803305E8	44.40320038001082
1.159588865E8	39.64519368966455
1.169374425E8	78.17373944179438
1.179159985E8	49.518406927831904
1.188945545E8	37.34053098316046
1.198731105E8	27.685771687722816
1.208516665E8	49.044727525902054
1.218302225E8	60.18569687617033
1.228087785E8	46.281085223516506
1.237873345E8	31.762266471700215
1.247658905E8	25.235393531380836
1.257444465E8	40.51636589215625
1.267230025E8	41.02792954123328
1.277015585E8	38.33038542536172
1.286801145E8	46.24510528962722
1.296586705E8	80.493810230931
1.306372265E8	62.68141819347843
1.316157825E8	53.76724360350537
1.325943385E8	48.76061634504804
1.335728945E8	43.261913145980266
1.345514505E8	45.3841906295135
1.355300065E8	31.708630023045902
1.365085625E8	35.14198477201427
1.374871185E8	38.78493877984703
1.384656745E8	28.56490358587188
1.394442305E8	46.604565835553856
1.404227865E8	51.335518904283234
1.414013425E8	42.537879695899825
1.423798985E8	32.70772964022191
1.433584545E8	33.35717316709785
1.443370105E8	38.841957045053604
1.453155665E8	45.32032583851604
1.462941225E8	36.07301883154591
1.472726785E8	31.750569081394442
1.482512345E8	47.958369311887
1.492297905E8	43.38958716024063
1.502083465E8	64.21910471450265
1.511869025E8	34.32148967004025
1.521654585E8	46.53842276923598
1.531440145E8	28.779299722659857
1.541225705E8	38.8241369945456
1.551011265E8	19.230093840042134
1.560796825E8	24.07914710379439
1.570582385E8	42.41059581548434
1.580367945E8	28.20338922998058
1.590153505E8	37.10106307946877
1.599939065E8	59.36055043405199
1.609724625E8	31.381116028006947
1.619510185E8	32.195607343926255
1.629295745E8	35.925658299595746
1.639081305E8	38.385429318472
1.648866865E8	102.54293730531587
1.658652425E8	54.17555807317967
1.668437985E8	6.912662005833699
1.678223545E8	43.344485961280164
1.688009105E8	39.30596318805706
1.697794665E8	42.440027060059414
1.707580225E8	24.14870748409183
1.717365785E8	8.961096585927226
1.727151345E8	21.311684256299237
1.736936905E8	31.800119132536736
1.744297225E8	39.851504698846774
1.749190005E8	10.5304039866194
1.756508025E8	4.806265535120301
1.766293585E8	10.966844600575381
1.776079145E8	34.057277779293194
1.785864705E8	36.68622187505477
1.795650265E8	72.44690836254816
1.805435825E8	14.02690710181313
1.815221385E8	38.48772602699466
1.825006945E8	21.769624551495983
1.834792505E8	25.619622437219483
1.844578065E8	57.7068208695695
1.854363625E8	28.144580117433133
1.864149185E8	38.87442419867914
1.873934745E8	28.268787029130582
1.883720305E8	23.369834018851396
1.893505865E8	29.276291967450152
1.903291425E8	44.458448270563906
1.913076985E8	41.02460979340393
1.922862545E8	47.05808358741834
1.932648105E8	36.60081567138827
1.942433665E8	56.96323915399692
1.952219225E8	43.19991567184294
1.962004785E8	36.019886183492744
1.971790345E8	73.96327836964927
1.981575905E8	52.59899500477949
1.991361465E8	48.35809437654997
2.001147025E8	40.61036949840766
2.010932585E8	35.43502515599077
2.020718145E8	11.110563295291662
2.030503705E8	47.604998074892954
2.040289265E8	89.91473968127178
2.050074825E8	54.54582081771442
2.059860385E8	40.894135455374034
2.069645945E8	59.542295154904544
2.079431505E8	87.06820730402323
2.089217065E8	44.357991537273236
2.099002625E8	5.335670158345621
