#Position (bp)	insert size
2.568709505E8	3007.3286581839216
2.578495065E8	2387.5030555969593
2.588280625E8	2640.662295525213
2.598066185E8	1430.1095252157365
2.607851745E8	1229.1832717977848
2.617637305E8	2735.983564372873
2.627422865E8	1716.8707455833915
2.637208425E8	1952.2205588822355
2.646993985E8	2999.5094043887148
2.656779545E8	2027.5553289138195
2.666565105E8	4028.2504091653027
2.676350665E8	11114.802124557384
2.686136225E8	2609.6795280920605
2.695921785E8	1458.0066874350987
2.70511608E8	2957.804888610884
2.71000886E8	22928.636363636364
2.715492905E8	21771.702503724075
2.725278465E8	88582.05098174303
2.735064025E8	8046.933513027852
2.744849585E8	1757.3525815778603
2.754635145E8	6031.396945224719
2.764420705E8	11184.256717805672
2.774206265E8	1408.0220741692085
2.783991825E8	2737.2211683227943
2.793777385E8	1450.007526398562
2.803562945E8	1560.315070093458
2.813348505E8	1795.2481105592744
2.823134065E8	3156.2066618911176
2.832919625E8	1609.948689258312
2.842705185E8	2597.0433878569447
2.852490745E8	4262.017778453122
2.862276305E8	2593.283993542779
2.872061865E8	2903.928376090637
2.881847425E8	7160.557286892759
2.891632985E8	3487.132926348956
2.901418545E8	2087.2984171791513
2.911204105E8	1376.336135857461
2.920989665E8	2695.43583227446
2.930775225E8	2566.674605123169
2.940560785E8	1264.1226389269093
2.950346345E8	3261.0399845221204
2.960131905E8	5236.084568733154
2.969917465E8	1904.2982717891334
2.979703025E8	2180.642137235952
2.989488585E8	3037.6711111111113
2.999274145E8	1612.5129390018485
3.009059705E8	1327.2764837268667
3.018845265E8	2497.1915963368647
3.028630825E8	3445.065331010453
3.038416385E8	2158.556794425087
3.048201945E8	1880.3710988105051
3.057987505E8	2269.602077878199
3.067773065E8	5595.086226926553
3.077558625E8	2854.8767605633802
3.087344185E8	12420.146229508196
3.097129745E8	18312.661450410505
3.106915305E8	48942.04344208103
3.116700865E8	8138.974842767296
3.126486425E8	2260.298501417578
3.136271985E8	3264.557683036022
3.146057545E8	7355.911446918727
3.155843105E8	6364.915319887806
3.16365796E8	3060.9375255206205
3.16855074E8	34628.80888618381
3.175414225E8	14307.22845659164
3.185199785E8	4857.508710431272
3.194985345E8	2863.403950617284
3.204770905E8	1940.6009122006842
3.214556465E8	6082.922226186229
3.224342025E8	1806.1204584040747
3.234127585E8	4156.05163893922
3.243913145E8	3078.6526835995865
3.253698705E8	4909.988813298796
3.263484265E8	3657.5359143059104
3.273269825E8	2774.719913970085
3.283055385E8	3096.0182517596986
3.292840945E8	3683.5874446552816
3.302626505E8	2264.00789718179
3.312412065E8	2569.7245720040282
3.322197625E8	1172.5079184293306
3.331983185E8	2383.934295227525
3.341768745E8	2760.3134250843937
3.351554305E8	1932.2889151940476
3.361339865E8	2598.670251803113
3.371125425E8	4260.042211430706
3.380910985E8	6541.033654343999
3.390696545E8	1154.443056576047
3.400482105E8	8932.889285049916
3.40945784E8	2085.1401678657076
3.41435062E8	1945.3158896289249
3.420053225E8	85144.56878382227
3.429838785E8	83530.84414879174
3.439624345E8	62852.91924721985
3.449409905E8	23754.84
3.459195465E8	3535.6253571152806
3.468981025E8	2306.2913953488373
3.478766585E8	2248.624782028926
3.488552145E8	15370.125846325858
3.498337705E8	2451.9926819179736
3.508123265E8	4939.48401826484
3.517908825E8	1770.992855867119
3.527694385E8	2734.99760087241
3.537479945E8	5208.825547105385
3.547265505E8	3438.206179370041
3.557051065E8	1961.1744498971032
3.566836625E8	2600.4358277591973
3.576622185E8	49048.425745156484
3.586407745E8	10045.679623567921
3.596193305E8	2251.2049131572685
3.605978865E8	16887.808812765335
3.615764425E8	4325.1511869693295
3.625549985E8	8589.377200704226
3.635335545E8	2349.8021695925804
3.645121105E8	2845.605114172485
3.65242163E8	2592.2428977272725
3.65731441E8	34607.33470673776
3.664692225E8	2797.86040357261
3.674477785E8	3000.8246624662465
3.684263345E8	4257.327076012576
3.694048905E8	1950.211380753138
3.703834465E8	3104.458249105893
3.713620025E8	17640.951604938273
3.723405585E8	6673.113280578014
3.733191145E8	1765.9300397305235
3.742976705E8	5346.672765389747
3.752762265E8	3062.637211585665
3.762547825E8	3158.9663851631067
3.772333385E8	4001.1114310394473
3.782118945E8	4556.879208389182
3.791904505E8	5783.170985915493
3.801690065E8	3982.2766445311336
3.811475625E8	8310.011976757974
3.821261185E8	8404.154016337645
3.831046745E8	2534.7799337052306
3.840832305E8	3677.7434722108537
3.849989605E8	40234.07391048292
3.854882385E8	854.5
3.860403425E8	5373.739565943239
3.870188985E8	5666.867881548975
3.879974545E8	3161.6798572818684
3.889760105E8	1067.8090909090909
3.899545665E8	2971.8715365239295
3.909196135E8	3711.5397727272725
3.91408841E8	269.7624087528407
